rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,837,3739,3777,0.8418264985084534,1.0,6.892785549163818,5,7,35
2,3509,3685,3758,0.584949791431427,1.0,5.094648361206055,5,6,30
3,2904,3584,4613,0.532569169998169,0.8019999861717224,5.648359298706055,5,6,30
4,5137,3688,3717,0.5143204927444458,1.0,4.60024356842041,5,5,25
5,6058,3777,4260,0.5084632039070129,0.6040000319480896,6.892785549163818,5,7,35
6,4812,3697,4381,0.4944300055503845,1.0,4.461009979248047,5,5,25
7,1155,3545,4075,0.40370818972587585,1.0,3.8259572982788086,5,4,20
8,3077,3794,4699,0.4033353328704834,1.0,3.823347330093384,5,4,20
9,3080,3794,4369,0.4033353328704834,1.0,3.823347330093384,5,4,20
10,4384,3584,4426,0.40108704566955566,0.6040000319480896,5.648359298706055,5,6,30
11,92,3572,3793,0.37816327810287476,0.6040000319480896,5.382686614990234,5,6,30
12,2124,3651,4687,0.3721841871738434,0.8019999861717224,4.248490333557129,5,5,25
13,2115,3651,4265,0.3721841871738434,0.8019999861717224,4.248490333557129,5,5,25
14,3921,4608,5084,0.36414143443107605,1.0,3.54899001121521,5,4,20
15,4303,4115,4887,0.3639686107635498,0.8019999861717224,4.176783561706543,5,5,25
16,3070,3721,5029,0.36124297976493835,0.6040000319480896,5.186590671539307,5,6,30
17,3060,5028,5029,0.35723021626472473,0.8019999861717224,4.117969512939453,5,5,25
18,3511,3685,5062,0.353309690952301,0.6040000319480896,5.094648361206055,5,6,30
19,2286,3701,4109,0.3491514027118683,0.6040000319480896,5.046456336975098,5,6,30
20,2288,3701,4144,0.3491514027118683,0.6040000319480896,5.046456336975098,5,6,30
