rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,1288,3475,3491,0.8987261652946472,1.0,7.291083335876465,5,8,40
2,237,3487,3488,0.8692895770072937,1.0,7.08502721786499,5,8,40
3,3297,3208,3873,0.8566684722900391,1.0,6.996679306030273,5,7,35
4,2148,3208,3862,0.8566684722900391,1.0,6.996679306030273,5,7,35
5,1082,3100,4381,0.8516810536384583,1.0,6.961767196655273,5,7,35
6,1069,3100,3698,0.8516810536384583,1.0,6.961767196655273,5,7,35
7,999,3100,3684,0.8516810536384583,1.0,6.961767196655273,5,7,35
8,1001,3100,3771,0.8516810536384583,1.0,6.961767196655273,5,7,35
9,4647,3100,4199,0.8516810536384583,1.0,6.961767196655273,5,7,35
10,1002,3100,3685,0.8516810536384583,1.0,6.961767196655273,5,7,35
11,3173,3335,3861,0.8501515984535217,1.0,6.951061248779297,5,7,35
12,3636,3335,3804,0.8501515984535217,1.0,6.951061248779297,5,7,35
13,2174,3335,3866,0.8501515984535217,1.0,6.951061248779297,5,7,35
14,2177,3335,4325,0.8501515984535217,1.0,6.951061248779297,5,7,35
15,2115,3116,3335,0.8501515984535217,1.0,6.951061248779297,5,7,35
16,2930,3244,3300,0.849197268486023,1.0,6.944380760192871,5,7,35
17,5170,3300,4627,0.849197268486023,1.0,6.944380760192871,5,7,35
18,1048,3198,3693,0.8458005785942078,1.0,6.920604228973389,5,7,35
19,1009,3198,3771,0.8458005785942078,1.0,6.920604228973389,5,7,35
20,2872,3347,3448,0.8315151929855347,1.0,6.820606231689453,5,7,35
