P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,586,396,98,73,78,74,16
2,0,597,326,104,63,93,72,66
3,0,512,353,129,91,146,62,27
4,0,505,401,125,78,119,74,19
5,0,422,446,122,102,117,86,25
