P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,691,488,107,101,82,56,5
2,0,706,377,100,120,127,53,46
3,0,558,472,145,142,129,56,28
4,0,576,426,136,179,123,77,12
5,0,495,513,159,121,130,90,21
