model,customer_set,avg_risk_at_b_mean,avg_risk_at_b_std,common_aubrc_mean,common_aubrc_std,cvar90_aubrc_mean,cvar90_aubrc_std,cvar95_aubrc_mean,cvar95_aubrc_std,load_cvar90_aubrc_mean,load_cvar90_aubrc_std,max_vehicle_cvar90_aubrc_mean,max_vehicle_cvar90_aubrc_std,method,alpha,rho,p_high_mode,p_high_gate_threshold,core_score
Stable-Tail-EdgeTailRaw-a030,A,3.3768751893277917,0.13397750045389945,0.9854612702084959,0.038861633439544234,0.023677140013391502,0.0015723783361535943,0.03921109342470017,0.0020961009940274797,0.014359791550070042,0.0008748861248164785,0.04221617522836904,0.0029965414018211034,edge_tail_correction,0.3,0.2,raw,0.5,5.0
Stable-Tail-MatrixEnsRaw-r005,A,3.411305728025352,0.08280474344514659,0.9930871048563796,0.02463608000013629,0.024105653655812596,0.0009033346442589454,0.03995933279099682,0.0017714479034590034,0.014802518592240339,0.0007759441180281817,0.04341566828460152,0.0030402388964398583,risk_matrix_ensemble,0.1,0.05,raw,0.5,15.25
Stable-Tail-MatrixEnsRaw-r010,A,3.417227858729985,0.08293695008903147,0.9912971789835807,0.026258765946419908,0.023823122637217708,0.0009079974084793685,0.0398802150601017,0.001351311870036808,0.014578803720573567,0.0007827092795880177,0.04378858463524291,0.002150880020558884,risk_matrix_ensemble,0.1,0.1,raw,0.5,12.5
Stable-Tail-MatrixEnsRaw-r020,A,3.393719739090994,0.10757008515877652,0.986215936486195,0.03072381768119793,0.023906375241655013,0.0011307780580945882,0.0397985132704819,0.0014712824357236002,0.014315418774052055,0.0008062523183022951,0.042845010349218865,0.003417088297790704,risk_matrix_ensemble,0.1,0.2,raw,0.5,9.75
Stable-Tail-MatrixEnsRaw-r030,A,3.409557466494247,0.09372660182717754,0.9927698317314678,0.029492857567892578,0.023832238468394853,0.0010880069077820373,0.039601651803235854,0.0015779161746672678,0.014737144970038986,0.000679138916965448,0.04296679536239934,0.0019575716270673863,risk_matrix_ensemble,0.1,0.3,raw,0.5,11.25
Stable-Tail-MatrixEnsRaw-r040,A,3.3840860853595753,0.10502147850838761,0.9850174496762533,0.026416105642555036,0.023662816701355907,0.001196559125356726,0.03892553184735393,0.002059581373992953,0.014406706402471532,0.000566676202518631,0.042654628190823246,0.0021134428675645815,risk_matrix_ensemble,0.1,0.4,raw,0.5,3.5
Stable-Tail-NodeCalibRaw-a005,A,3.3940490320204915,0.08541153827226505,0.9856130920227661,0.025596924504741114,0.023654641039423427,0.0008703404262120231,0.03918403187469169,0.0012849712271012614,0.014522932500327188,0.0006660940428564312,0.04275573565001882,0.002645712449434887,node_calibration,0.05,0.2,raw,0.5,5.5
Stable-Tail-NodeCalibRaw-a010,A,3.432360523417167,0.09614409285830278,0.9959729188170056,0.026076509248766592,0.024104080529951645,0.0008529217022241748,0.03964590338560481,0.0015797392141027927,0.014622180436645803,0.0006829311697257571,0.04314286259885425,0.002828553771523624,node_calibration,0.1,0.2,raw,0.5,15.5
Stable-Tail-NodeCalibRaw-a020,A,3.399891788193556,0.08318705037053264,0.9895439064063333,0.024025404758138455,0.023933685540834825,0.000745800106499136,0.039474790978126194,0.001520070628470495,0.01462661470504647,0.0008214459888260392,0.04198522139303558,0.0014510715000613436,node_calibration,0.2,0.2,raw,0.5,10.25
Stable-Tail-NodeCalibRaw-a030,A,3.3886775336045565,0.10478298081496835,0.9852243018480403,0.029952337308264187,0.023605123612115187,0.0011540981722868836,0.038805190627550494,0.0017112791783586432,0.014746545379775539,0.0006929539581837908,0.04390546087207252,0.003116337369846792,node_calibration,0.3,0.2,raw,0.5,3.25
Stable-Tail-TailOnlyRaw-a005,A,3.421820844972178,0.07043205153751089,0.995713497561985,0.02263904107587172,0.024093687146336352,0.0007625886999898635,0.039807352808928755,0.0013690438038233626,0.014735361037135162,0.0007859854720962632,0.04297358827950771,0.0031128690827204246,tail_only_correction,0.05,0.2,raw,0.5,15.25
Stable-Tail-TailOnlyRaw-a010,A,3.3997558157165924,0.0798252995590734,0.9889872748929596,0.021532282103205454,0.02388878925387452,0.0007585372174191008,0.03902823022995402,0.0009385945926991992,0.014427796868143081,0.0007717492530059775,0.0430326275159428,0.0022037133652328374,tail_only_correction,0.1,0.2,raw,0.5,7.75
Stable-Tail-TailOnlyRaw-a020,A,3.4061684115897575,0.15505526638318137,0.9905056748222381,0.04090406558877132,0.023689653635599578,0.0012259549333314694,0.03920267421023245,0.002228416040563678,0.014855390681220455,0.0011222234676048816,0.04285878069810693,0.002993881379354521,tail_only_correction,0.2,0.2,raw,0.5,8.75
Stable-Tail-TailOnlyRaw-a030,A,3.3301012125724454,0.15617605785183594,0.9707758873921822,0.04394589176209731,0.023309191098716882,0.001314222040628131,0.038110207149786635,0.00282836845397479,0.01403824233822736,0.0011881614422273386,0.0419500129731212,0.0023599924771122104,tail_only_correction,0.3,0.2,raw,0.5,1.0
