model,seed,customer_set,avg_risk_at_b,common_aubrc,cvar90_aubrc,cvar95_aubrc,load_cvar90_aubrc,max_vehicle_cvar90_aubrc
Stable-Tail-EdgeTail-a005,0,A,3.3015808807104223,0.9648341231655059,0.023648360467760456,0.039885511008093726,0.014158618889948418,0.04634230372901386
Stable-Tail-EdgeTail-a005,0,B,4.732017577110315,1.392202206165602,0.03378204204183319,0.06395908074779971,0.018122102597644345,0.05732834517581808
Stable-Tail-EdgeTail-a005,1,A,3.51024115769508,1.0218061141911594,0.024464372022496336,0.04160404767370231,0.015266153221118172,0.04246128102393294
Stable-Tail-EdgeTail-a005,1,B,4.554171437308322,1.3324118815204258,0.03277588320900017,0.0630064108615979,0.018824174130617335,0.055775264557587745
Stable-Tail-EdgeTail-a005,2,A,3.409047577758169,0.9935848548482724,0.023493221664408412,0.03973808502531573,0.015116371412568656,0.04636696274467187
Stable-Tail-EdgeTail-a005,2,B,4.997808234717105,1.4909681041696443,0.0365047175887348,0.07067421359256983,0.021682717554311,0.06502347589637972
Stable-Tail-EdgeTail-a005,3,A,3.391476676583173,1.001839409875343,0.024543458204719416,0.03947811931618006,0.01457559257497805,0.041067195192614196
Stable-Tail-EdgeTail-a005,3,B,4.922942753733771,1.452085855168696,0.03633730740692321,0.07074677056005889,0.02012986848764929,0.058661984517638106
Stable-Tail-EdgeTail-a005,4,A,3.5840462211911115,1.039853989001286,0.02517217322172782,0.04299987652312561,0.01616941740016231,0.04372493893796538
Stable-Tail-EdgeTail-a005,4,B,4.690849634482013,1.3748987891413076,0.0338044965715718,0.06634147127675419,0.018831021580889527,0.05845932123391433
Stable-Tail-EdgeTail-a005,5,A,3.4854910387605518,1.0129473432040497,0.024138766277774032,0.04058360966078908,0.014220499586909663,0.04283427635223522
Stable-Tail-EdgeTail-a005,5,B,4.619093577375208,1.3546704138190024,0.03280364957278705,0.06534208093844474,0.01889019786513601,0.05895418083195405
Stable-Tail-EdgeTail-a005,6,A,3.3313006576021875,0.9672845356063993,0.023200910230084366,0.038792039023346894,0.013964668773747677,0.04558260669883131
Stable-Tail-EdgeTail-a005,6,B,4.729544068176525,1.3922878510600438,0.03466324849551917,0.06675189838091405,0.019466561283657605,0.0652713888756775
Stable-Tail-EdgeTail-a005,7,A,3.348984603605674,0.9736971302466266,0.023420415453270824,0.039238946507965736,0.014271019998238498,0.0411173574586062
Stable-Tail-EdgeTail-a005,7,B,4.497828093868636,1.318658952479097,0.03167690195996844,0.06160815869868422,0.017654132407259774,0.054454086173027244
Stable-Tail-EdgeTail-a005,8,A,3.382586001518522,0.9793204694326929,0.023606365766960263,0.039118400708546566,0.014657177892134294,0.040564813974505544
Stable-Tail-EdgeTail-a005,8,B,4.411426813321855,1.2911645925083228,0.03073382595367604,0.05938897034694176,0.01750605820962562,0.055668227981465805
Stable-Tail-EdgeTail-a005,9,A,3.337058480242542,0.9684995110351355,0.023564444482979664,0.03868268272238909,0.014761263756178538,0.03867011009217345
Stable-Tail-EdgeTail-a005,9,B,4.41643295389292,1.2892276875877948,0.030300893910539254,0.05687985642753182,0.018380645495070107,0.05323762500757637
