rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,5170,3300,4627,0.8495144248008728,1.0,6.946600914001465,5,7,35
2,2930,3244,3300,0.8495144248008728,1.0,6.946600914001465,5,7,35
3,3173,3335,3861,0.8441208600997925,1.0,6.908845901489258,5,7,35
4,2177,3335,4325,0.8441208600997925,1.0,6.908845901489258,5,7,35
5,2115,3116,3335,0.8441208600997925,1.0,6.908845901489258,5,7,35
6,3636,3335,3804,0.8441208600997925,1.0,6.908845901489258,5,7,35
7,2174,3335,3866,0.8441208600997925,1.0,6.908845901489258,5,7,35
8,3297,3208,3873,0.8438476324081421,1.0,6.906933307647705,5,7,35
9,2148,3208,3862,0.8438476324081421,1.0,6.906933307647705,5,7,35
10,1288,3475,3491,0.8425914645195007,1.0,6.8981404304504395,5,7,35
11,3726,3448,4028,0.8172200322151184,1.0,6.7205400466918945,5,7,35
12,2864,3448,4503,0.8172200322151184,1.0,6.7205400466918945,5,7,35
13,2872,3347,3448,0.8172200322151184,1.0,6.7205400466918945,5,7,35
14,2861,3448,3858,0.8172200322151184,1.0,6.7205400466918945,5,7,35
15,3724,3448,4271,0.8172200322151184,1.0,6.7205400466918945,5,7,35
16,1001,3100,3771,0.8126361966133118,1.0,6.688453197479248,5,7,35
17,1002,3100,3685,0.8126361966133118,1.0,6.688453197479248,5,7,35
18,4647,3100,4199,0.8126361966133118,1.0,6.688453197479248,5,7,35
19,999,3100,3684,0.8126361966133118,1.0,6.688453197479248,5,7,35
20,1069,3100,3698,0.8126361966133118,1.0,6.688453197479248,5,7,35
