P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,717,519,149,48,32,60,5
2,0,698,351,184,82,81,128,5
3,0,617,418,194,97,70,128,6
4,0,615,348,167,133,123,120,23
5,0,610,475,131,78,81,147,7
