rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,3439,0,8,7.392619609832764,0.913231372833252,0.9573796987533569
2,3487,8,8,7.365827560424805,0.909403920173645,0.956528902053833
3,4091,7,7,7.216090202331543,0.8880128860473633,0.9603541493415833
4,3410,7,7,7.20043420791626,0.8857763409614563,0.9784928560256958
5,3335,7,7,7.133139133453369,0.8761627078056335,0.9990535974502563
6,3300,7,7,7.121941089630127,0.8745630383491516,0.9952163696289062
7,3901,7,7,7.0757975578308105,0.8679710626602173,0.9138418436050415
8,3721,8,8,7.056283473968506,0.8651833534240723,0.8616060018539429
9,3367,0,7,7.039109230041504,0.8627299070358276,0.9998660683631897
10,3208,7,7,7.012627601623535,0.8589468002319336,0.999908983707428
11,3100,0,7,6.982173442840576,0.8545961976051331,0.9875206351280212
12,4357,7,7,6.965142250061035,0.8521631956100464,0.9075832366943359
13,3250,0,7,6.956764221191406,0.8509663343429565,0.992617666721344
14,3198,7,7,6.858577251434326,0.8369396328926086,0.8971779346466064
15,3308,0,7,6.85122537612915,0.8358893394470215,0.938850998878479
16,3475,8,7,6.8044915199279785,0.8292130827903748,0.8823024034500122
17,3086,7,7,6.741985321044922,0.8202835917472839,0.8496538400650024
18,4058,8,8,6.71380090713501,0.8162572979927063,0.8192148208618164
19,2819,0,7,6.709317207336426,0.8156167268753052,0.8482885956764221
20,3138,7,7,6.699649810791016,0.8142356872558594,0.8614894151687622
