P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,129,412,634,79,33,34,0
2,0,153,495,439,77,35,122,0
3,0,102,438,484,141,78,77,0
4,0,134,419,514,76,92,86,0
5,0,136,386,556,92,83,67,0
