P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,194,538,702,36,12,48,0
2,0,272,498,478,113,70,98,0
3,0,221,435,561,141,90,82,0
4,0,150,442,601,105,142,89,0
5,0,197,374,670,85,112,91,0
