rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,1040,3777,4886,0.8651795387268066,0.9999998807907104,7.056257724761963,5,8,40
2,837,3739,3777,0.8651795387268066,0.9999998807907104,7.056257724761963,5,8,40
3,6056,3777,4238,0.8651795387268066,0.9999998807907104,7.056257724761963,5,8,40
4,6058,3777,4260,0.8651795387268066,0.9999998807907104,7.056257724761963,5,8,40
5,6602,3584,5220,0.8530277609825134,0.9999998807907104,6.971195220947266,5,7,35
6,4246,3584,5118,0.8530277609825134,0.9999998807907104,6.971195220947266,5,7,35
7,5487,3584,4470,0.8530277609825134,0.9999998807907104,6.971195220947266,5,7,35
8,2904,3584,4613,0.8530277609825134,0.9999998807907104,6.971195220947266,5,7,35
9,4384,3584,4426,0.8530277609825134,0.9999998807907104,6.971195220947266,5,7,35
10,372,3477,3862,0.8445411324501038,0.9999998807907104,6.9117889404296875,5,7,35
11,2373,3477,4202,0.8445411324501038,0.9999998807907104,6.9117889404296875,5,7,35
12,451,3477,3873,0.8445411324501038,0.9999998807907104,6.9117889404296875,5,7,35
13,4165,4485,5102,0.8234179615974426,0.9999998807907104,6.7639265060424805,5,7,35
14,4170,4485,4620,0.8234179615974426,0.9999998807907104,6.7639265060424805,5,7,35
15,3080,3794,4369,0.8082179427146912,0.9999998807907104,6.65752649307251,5,7,35
16,3079,3794,4113,0.8082179427146912,0.9999998807907104,6.65752649307251,5,7,35
17,3077,3794,4699,0.8082179427146912,0.9999998807907104,6.65752649307251,5,7,35
18,2124,3651,4687,0.7822589874267578,0.9999998807907104,6.475813865661621,5,7,35
19,2115,3651,4265,0.7822589874267578,0.9999998807907104,6.475813865661621,5,7,35
20,2111,3651,4815,0.7822589874267578,0.9999998807907104,6.475813865661621,5,7,35
