P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,749,259,139,38,39,40,56
2,0,695,250,111,53,46,49,117
3,0,630,256,145,84,90,67,48
4,0,626,299,115,71,64,68,78
5,0,669,263,136,44,46,93,69
