P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,897,317,187,28,35,57,8
2,1,781,291,138,69,114,88,47
3,1,674,374,184,89,98,82,28
4,2,666,417,119,112,109,78,26
5,3,708,374,154,73,68,125,24
