P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,91,642,440,62,17,46,23
2,0,128,592,351,79,41,58,72
3,0,97,521,437,156,39,41,29
4,0,113,539,419,92,61,50,47
5,0,122,560,415,88,26,80,29
