rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,4165,4485,5102,0.8494246006011963,0.9999998807907104,6.945972919464111,5,7,35
2,4170,4485,4620,0.8494246006011963,0.9999998807907104,6.945972919464111,5,7,35
3,6056,3777,4238,0.8473896384239197,0.9999998807907104,6.931728363037109,5,7,35
4,837,3739,3777,0.8473896384239197,0.9999998807907104,6.931728363037109,5,7,35
5,1040,3777,4886,0.8473896384239197,0.9999998807907104,6.931728363037109,5,7,35
6,6058,3777,4260,0.8473896384239197,0.9999998807907104,6.931728363037109,5,7,35
7,3080,3794,4369,0.8382760882377625,0.9999998807907104,6.86793327331543,5,7,35
8,3077,3794,4699,0.8382760882377625,0.9999998807907104,6.86793327331543,5,7,35
9,3079,3794,4113,0.8382760882377625,0.9999998807907104,6.86793327331543,5,7,35
10,372,3477,3862,0.8375729918479919,0.9999998807907104,6.863011837005615,5,7,35
11,451,3477,3873,0.8375729918479919,0.9999998807907104,6.863011837005615,5,7,35
12,2373,3477,4202,0.8375729918479919,0.9999998807907104,6.863011837005615,5,7,35
13,3875,4043,5080,0.7229499816894531,0.9999998807907104,6.06065034866333,5,7,35
14,3847,4043,4828,0.7229499816894531,0.9999998807907104,6.06065034866333,5,7,35
15,2894,4437,4521,0.7161040902137756,0.9999998807907104,6.012729167938232,5,7,35
16,5216,4437,5170,0.7161040902137756,0.9999998807907104,6.012729167938232,5,7,35
17,5218,4437,5169,0.7161040902137756,0.9999998807907104,6.012729167938232,5,7,35
18,5219,4437,5171,0.7161040902137756,0.9999998807907104,6.012729167938232,5,7,35
19,5221,4437,4530,0.7161040902137756,0.9999998807907104,6.012729167938232,5,7,35
20,4863,4437,5141,0.7161040902137756,0.9999998807907104,6.012729167938232,5,7,35
