delta,seed,year,risk_dir,edge_count,risk_min,risk_max,risk_mean,risk_p25,risk_p50,risk_p75,risk_p90,risk_p95,risk_p99,zero_risk_edge_count,zero_risk_edge_ratio,edge_attribute_zero_ratio
0.15,5,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed5_10seed_floor_0p01_delta0p15,6603,1.1639869477233755e-21,0.8797118267156506,0.01845994865568383,0.0006431326867046388,0.0016502389064845494,0.0034837339205633327,0.008534806629723378,0.07467383779722035,0.43175697394254386,2,0.00030289262456459186,0.928365894290474
0.15,5,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed5_10seed_floor_0p01_delta0p15,7647,8.042128197566367e-19,0.8792300220046887,0.014406430747400658,0.0006507923119043833,0.0015910557797130186,0.003309913138143085,0.0076931418585508985,0.05961940566446669,0.3885036688721782,2,0.0002615404733882568,0.9314763959722767
0.15,6,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed6_10seed_floor_0p01_delta0p15,6603,3.405979817685768e-10,0.867555605444897,0.020037619809815006,0.0008556374434906644,0.0018563292973786294,0.004301274152700304,0.008479667573094233,0.07809366720142713,0.43431100072177925,0,0.0,0.928365894290474
0.15,6,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed6_10seed_floor_0p01_delta0p15,7647,7.033031506156906e-18,0.868309227876184,0.017565684001004004,0.000887814552005742,0.0018049443545810277,0.004304189781938979,0.007892586130923565,0.061684377928740784,0.42600928057544096,6,0.0007846214201647705,0.9314763959722767
0.15,7,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed7_10seed_floor_0p01_delta0p15,6603,4.087176790488693e-09,0.8890959429734806,0.019808024470576377,0.0006020211955428662,0.0016513634894747907,0.004875803859187384,0.008829151385801226,0.07179079525794467,0.448954140788785,0,0.0,0.928365894290474
0.15,7,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed7_10seed_floor_0p01_delta0p15,7647,1.9112591600032141e-16,0.8833516856918913,0.01780163350955651,0.0006417367105158544,0.0017164375585356623,0.004626971803261218,0.008634750137242915,0.06369249270861632,0.4454284552884301,1,0.0001307702366941284,0.9314763959722767
0.15,8,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed8_10seed_floor_0p01_delta0p15,6603,1.3794217160303924e-08,0.9104778746312263,0.017986394147804736,0.0007362428374316811,0.0015642106201832018,0.0035644043064767504,0.008812808623872318,0.07201127270078286,0.44503021736703896,0,0.0,0.928365894290474
0.15,8,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed8_10seed_floor_0p01_delta0p15,7647,1.7030066931697252e-10,0.8890579475198386,0.015376770370454429,0.000744060803779515,0.0014814551534763677,0.0032325779603770833,0.008550732103878233,0.06493976045569684,0.43181197682029376,0,0.0,0.9314763959722767
0.15,9,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed9_10seed_floor_0p01_delta0p15,6603,1.702995792371255e-10,0.8980862375459235,0.0190022136819812,0.0007105561387384776,0.001743825781770503,0.0037578701313228575,0.008754917268697647,0.07783786487936714,0.4464536990015445,0,0.0,0.928365894290474
0.15,9,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed9_10seed_floor_0p01_delta0p15,7647,1.1781566923753438e-17,0.8933865980015311,0.016531541280097404,0.0007839685016997526,0.0018424294692718066,0.003763501018315453,0.008586227336293772,0.06424602942438112,0.4259502626826708,4,0.0005230809467765136,0.9314763959722767
0.25,0,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed0_10seed_floor_0p01_delta0p25,6603,3.4060324292213933e-10,0.9031543883919149,0.019740143501130476,0.000602765044800104,0.001665026538918211,0.003924042122687194,0.008905236259550031,0.08955849890183559,0.4500554860524557,0,0.0,0.928365894290474
0.25,0,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed0_10seed_floor_0p01_delta0p25,7647,1.0595861008052781e-16,0.8866203235756339,0.0169696644629134,0.000639639386287856,0.001666502933271475,0.003832588743073892,0.008766906503839999,0.07225229092340692,0.4427287841592926,1,0.0001307702366941284,0.9314763959722767
0.25,1,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed1_10seed_floor_0p01_delta0p25,6603,3.7691942915098655e-19,0.920526817350531,0.02070781289712561,0.0006796415704275797,0.001613315727035276,0.004244737557096148,0.008923924115581877,0.08530731085766553,0.4538716443840311,4,0.0006057852491291837,0.928365894290474
0.25,1,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed1_10seed_floor_0p01_delta0p25,7647,2.62451581197331e-20,0.9007621359858169,0.017571646225893196,0.0006873230017845453,0.0015766700414220432,0.0038229464213050176,0.00883422808962792,0.06502753295826563,0.44612852428547123,10,0.0013077023669412842,0.9314763959722767
0.25,2,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed2_10seed_floor_0p01_delta0p25,6603,3.0977385368427234e-07,0.9471144347866414,0.021038397019512184,0.0008046547233105325,0.001839807650380778,0.004261526750918281,0.008870498842480574,0.09148403661156115,0.4511979717012189,0,0.0,0.928365894290474
0.25,2,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed2_10seed_floor_0p01_delta0p25,7647,3.4059797775899447e-10,0.9244773699623297,0.019282337569746014,0.0008543759451495497,0.0019148793120464342,0.004466020718200024,0.008866800281461548,0.07973514157236418,0.45409124150123675,0,0.0,0.9314763959722767
0.25,3,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed3_10seed_floor_0p01_delta0p25,6603,1.989092654836449e-07,0.9336026291116752,0.019063799710198656,0.0007604600836002653,0.001831770321114085,0.0038707296171719132,0.0089235940231557,0.07732635921425093,0.4506399905795111,0,0.0,0.928365894290474
0.25,3,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed3_10seed_floor_0p01_delta0p25,7647,6.287856510760824e-08,0.8928494304387138,0.015591066470267449,0.0007575510887956494,0.0017611555267232984,0.003609470494237048,0.008699347188055708,0.06109699844301182,0.3999119426540467,0,0.0,0.9314763959722767
0.25,4,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed4_10seed_floor_0p01_delta0p25,6603,5.1089692775462515e-09,0.9343647792168213,0.020977217441782967,0.0009271439988756895,0.0020673338044824873,0.0043352006016761785,0.009008776399063117,0.09637090765617964,0.45494321402574134,0,0.0,0.928365894290474
0.25,4,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed4_10seed_floor_0p01_delta0p25,7647,1.192092870362496e-09,0.9255255761577114,0.01942082409225715,0.0009701175976596728,0.002089530235779854,0.004136264353299984,0.008934961875708384,0.0737842650856579,0.45307578528206593,0,0.0,0.9314763959722767
0.25,5,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed5_10seed_floor_0p01_delta0p25,6603,1.9399782462056258e-21,0.8936832482182027,0.01901033351395101,0.0006708247015096556,0.001734344099662205,0.0036277579955874715,0.008688026625995602,0.07614081817533694,0.4397437785009688,2,0.00030289262456459186,0.928365894290474
0.25,5,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed5_10seed_floor_0p01_delta0p25,7647,1.3403546995943947e-18,0.8932528375997281,0.01488657028312877,0.0006768477205702399,0.0016648626793676134,0.0034882350878148198,0.007889592229258998,0.060262155690000506,0.39842441272100826,2,0.0002615404733882568,0.9314763959722767
0.25,6,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed6_10seed_floor_0p01_delta0p25,6603,3.405979844422635e-10,0.8829246545394076,0.02066556226514099,0.0008898400403013707,0.0019376670872392266,0.004509842011663649,0.008651564490325359,0.08068021502327134,0.4423106764799136,0,0.0,0.928365894290474
0.25,6,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed6_10seed_floor_0p01_delta0p25,7647,1.1721719176928176e-17,0.883660211870893,0.018125184337566495,0.0009227264827087825,0.0018850354598259397,0.004495282608683737,0.008092728004452085,0.06441200928630011,0.4349364128612321,6,0.0007846214201647705,0.9314763959722767
0.25,7,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed7_10seed_floor_0p01_delta0p25,6603,4.0871775901558096e-09,0.9019759376833605,0.020368289110785535,0.0006223489940656373,0.001729201097053623,0.005104580935643967,0.008963364885389097,0.07198199509271876,0.45549784422914064,0,0.0,0.928365894290474
0.25,7,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed7_10seed_floor_0p01_delta0p25,7647,3.1854319333386903e-16,0.8967975701255936,0.018337164824848977,0.0006607407183487599,0.001793128479347821,0.00482346654127612,0.008775185090518863,0.06465111756973542,0.45243422592477095,1,0.0001307702366941284,0.9314763959722767
0.25,8,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed8_10seed_floor_0p01_delta0p25,6603,1.3794217162018681e-08,0.9206211135694389,0.01846356053798625,0.0007547726574459674,0.0016281684468114279,0.003744725334625535,0.008952428811776183,0.0721280616463181,0.4520829837941467,0,0.0,0.928365894290474
0.25,8,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed8_10seed_floor_0p01_delta0p25,7647,1.703017896089386e-10,0.9020512022288175,0.01583128722943818,0.0007639930575357779,0.001532361947960194,0.003375885248972153,0.008700533381482372,0.06746753015599039,0.43937694143696215,0,0.0,0.9314763959722767
0.25,9,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed9_10seed_floor_0p01_delta0p25,6603,1.7029997280919358e-10,0.9098822269772757,0.019534377124744637,0.0007409792987830319,0.0018168758224086738,0.003947796962072347,0.008898318942392139,0.08169906108839409,0.4536557109646388,0,0.0,0.928365894290474
0.25,9,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed9_10seed_floor_0p01_delta0p25,7647,1.9635944872922397e-17,0.9052510884055326,0.017037047177839906,0.0008136392953284354,0.001918748035562462,0.0039352909779666375,0.008742653121435998,0.06706116949437356,0.43335337630510534,4,0.0005230809467765136,0.9314763959722767
0.35,0,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed0_10seed_floor_0p01_delta0p35,6603,3.4060534898777634e-10,0.9142103646730583,0.0203106841872343,0.0006176996740860197,0.0017231799071759923,0.0040873107564445635,0.009049623634943027,0.09172933680887785,0.4572670106564641,0,0.0,0.928365894290474
0.35,0,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed0_10seed_floor_0p01_delta0p35,7647,1.4834205411273894e-16,0.9014532822189358,0.017494500849673043,0.000659116943819544,0.0017277074163420637,0.003991688554401285,0.00892029040759426,0.07508769520378919,0.4504746713988777,1,0.0001307702366941284,0.9314763959722767
0.35,1,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed1_10seed_floor_0p01_delta0p35,6603,5.276872008113811e-19,0.9303434698507409,0.021240407909230586,0.0006986082394029359,0.0016694878497580533,0.004413120466239054,0.009067150158971277,0.08776455589563766,0.46060832056054446,4,0.0006057852491291837,0.928365894290474
0.35,1,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed1_10seed_floor_0p01_delta0p35,7647,3.674322136762634e-20,0.9138057936787646,0.01804173398531085,0.0007085646440996126,0.0016368302592361867,0.003999292567771795,0.008971399502028935,0.0667561381544027,0.45305568070114816,10,0.0013077023669412842,0.9314763959722767
0.35,2,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed2_10seed_floor_0p01_delta0p35,6603,3.097738543099469e-07,0.9535408514014933,0.02165558049833889,0.00083595112356683,0.0019244686240615168,0.004450435720252107,0.00902035751495618,0.09602283452008349,0.4582837237989187,0,0.0,0.928365894290474
0.35,2,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed2_10seed_floor_0p01_delta0p35,7647,3.4059797775937347e-10,0.9343968779981642,0.01985450822579212,0.0008880332115623024,0.0020054983270337955,0.004645179212607299,0.009017810716909696,0.08348225301141204,0.46141425386998514,0,0.0,0.9314763959722767
0.35,3,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed3_10seed_floor_0p01_delta0p35,6603,1.9890928555075197e-07,0.9414923044135719,0.01955910329587079,0.0007822148353311363,0.0019135248381434704,0.0040418079617997515,0.00906690928201109,0.08014021633573189,0.45787892465251223,0,0.0,0.928365894290474
0.35,3,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed3_10seed_floor_0p01_delta0p35,7647,6.2893860996069e-08,0.90713612649634,0.016022071133701975,0.0007786234218783897,0.00183231102185927,0.0037771229181867436,0.00886360089835593,0.06265680088447417,0.40802094326816185,0,0.0,0.9314763959722767
0.35,4,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed4_10seed_floor_0p01_delta0p35,6603,5.108969278335871e-09,0.9428633459328466,0.021516195112612324,0.0009555932178410056,0.00216006900838872,0.004479522914116685,0.009140902987817931,0.10023378640981083,0.46161560684399616,0,0.0,0.928365894290474
0.35,4,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed4_10seed_floor_0p01_delta0p35,7647,1.1920928709625106e-09,0.9352468864672929,0.01994075839425152,0.0009993950018007715,0.0021736058251735297,0.004300828619800355,0.009076962516530077,0.07612452929682048,0.46408874886535706,0,0.0,0.9314763959722767
0.35,5,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed5_10seed_floor_0p01_delta0p35,6603,2.715969544687876e-21,0.9076546697207547,0.019561473331790955,0.0006991596257342463,0.001814145418817249,0.003782436632537148,0.008841246622267828,0.0792103551150995,0.45685022076116183,2,0.00030289262456459186,0.928365894290474
0.35,5,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed5_10seed_floor_0p01_delta0p35,7647,1.8764965794321523e-18,0.9072756531947673,0.015366762114771964,0.0007004283582908359,0.0017361912039241022,0.003666557037486554,0.008086042599967097,0.0622358893566089,0.40834515656983833,2,0.0002615404733882568,0.9314763959722767
0.35,6,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed6_10seed_floor_0p01_delta0p35,6603,3.4059798711595015e-10,0.8982937036339183,0.021293541575893377,0.0009248272578820379,0.0020276903255077076,0.004718409870626995,0.008823461407556486,0.08336886506734667,0.450310352238048,0,0.0,0.928365894290474
0.35,6,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed6_10seed_floor_0p01_delta0p35,7647,1.6410406847699446e-17,0.8990111958656022,0.01868477599150193,0.0009587611745300708,0.001971969843502345,0.004705841811188846,0.008292869877980604,0.06570610564812837,0.44617502811946835,6,0.0007846214201647705,0.9314763959722767
0.35,7,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed7_10seed_floor_0p01_delta0p35,6603,4.087178389822926e-09,0.9148559323932404,0.02092868518397567,0.0006456556577155862,0.0018070387046324552,0.005308742599575498,0.009094733266010414,0.07336850475714358,0.46200224149621333,0,0.0,0.928365894290474
0.35,7,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed7_10seed_floor_0p01_delta0p35,7647,4.459604706674166e-16,0.9102434545592958,0.018873052483248866,0.0006856037139743156,0.001867614005822844,0.005021311543684068,0.008915620043794812,0.06542092810434931,0.4594399965611118,1,0.0001307702366941284,0.9314763959722767
0.35,8,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed8_10seed_floor_0p01_delta0p35,6603,1.3794217163733436e-08,0.9307643525076514,0.018940801776488055,0.0007740734574676789,0.0016879502128212228,0.003928805983795965,0.009092048999680047,0.07213285960055439,0.4591357502212544,0,0.0,0.928365894290474
0.35,8,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed8_10seed_floor_0p01_delta0p35,7647,1.703029099009047e-10,0.9150444569377966,0.01628588328077275,0.0007839253112920409,0.0015816797947235475,0.0035258043092110474,0.008850334659086512,0.06949815634693707,0.44694190605363054,0,0.0,0.9314763959722767
0.35,9,data_2020,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed9_10seed_floor_0p01_delta0p35,6603,1.7030036638126162e-10,0.9216782164086279,0.020066582384771846,0.0007690738472655213,0.001889652980480479,0.00414035932174504,0.009041720616086633,0.08358822501635797,0.4604347830507056,0,0.0,0.928365894290474
0.35,9,data_2021,hazmat_risk_experiments\outputs_10seed\stable_tail_rc_posthoc_stronger\risk_matrices\stable_tail_rc_gnn_splitB_seed9_10seed_floor_0p01_delta0p35,7647,2.7490322822091354e-17,0.9171155788095341,0.017542617034497936,0.0008494883448699198,0.001990417724184443,0.004074692470780234,0.008899078906578223,0.07012352611169492,0.441642023693741,4,0.0005230809467765136,0.9314763959722767
