rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,2795,0,8,7.5434346199035645,0.9347763657569885,0.9757285118103027
2,3300,7,7,7.118470668792725,0.8740672469139099,0.9850074052810669
3,3335,7,7,7.11386251449585,0.8734089136123657,0.9881882071495056
4,3367,0,7,7.085292339324951,0.8693274855613708,0.995208740234375
5,3448,7,7,7.051659107208252,0.8645227551460266,0.9384939074516296
6,3208,7,7,6.970815181732178,0.8529735803604126,0.9800383448600769
7,3721,8,8,6.955882549285889,0.8508403897285461,0.8870530128479004
8,3100,0,7,6.929928779602051,0.847132682800293,0.9521692991256714
9,1317,0,7,6.912882328033447,0.8446974754333496,0.9392693042755127
10,4091,7,7,6.906954765319824,0.8438506722450256,0.927698016166687
11,3198,7,7,6.905072212219238,0.8435817360877991,0.9208614826202393
12,1099,0,7,6.810630798339844,0.8300901055335999,0.9155012965202332
13,3439,0,7,6.792778968811035,0.82753986120224,0.8794199824333191
14,3410,7,7,6.7317585945129395,0.8188226819038391,0.9005399346351624
15,3475,8,7,6.726991176605225,0.8181415796279907,0.8678145408630371
16,3537,8,8,6.664141654968262,0.8091630935668945,0.842827320098877
17,4357,7,7,6.609212398529053,0.8013160824775696,0.8461545705795288
18,3138,7,7,6.484036445617676,0.7834337949752808,0.8287748098373413
19,2149,0,7,6.463188171386719,0.780455470085144,0.8268390893936157
20,3901,7,7,6.444930076599121,0.777847170829773,0.8162909746170044
