P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,71,275,653,222,22,52,26
2,0,88,283,524,231,57,60,78
3,0,81,252,582,275,46,53,31
4,0,78,227,591,247,68,57,53
5,0,169,338,469,201,25,83,35
