P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,508,488,190,38,22,52,23
2,0,450,420,204,61,53,60,73
3,0,340,468,280,88,63,51,30
4,0,375,440,265,76,62,55,48
5,0,362,503,235,55,51,86,28
