rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,3173,3335,3861,0.8740749359130859,1.0,7.118524551391602,5,8,40
2,3636,3335,3804,0.8740749359130859,1.0,7.118524551391602,5,8,40
3,2177,3335,4325,0.8740749359130859,1.0,7.118524551391602,5,8,40
4,2174,3335,3866,0.8740749359130859,1.0,7.118524551391602,5,8,40
5,2115,3116,3335,0.8740749359130859,1.0,7.118524551391602,5,8,40
6,5170,3300,4627,0.8575109839439392,1.0,7.00257682800293,5,8,40
7,2930,3244,3300,0.8575109839439392,1.0,7.00257682800293,5,8,40
8,2148,3208,3862,0.8501668572425842,1.0,6.951168060302734,5,7,35
9,3297,3208,3873,0.8501668572425842,1.0,6.951168060302734,5,7,35
10,2861,3448,3858,0.8492153286933899,1.0,6.944507122039795,5,7,35
11,3724,3448,4271,0.8492153286933899,1.0,6.944507122039795,5,7,35
12,2872,3347,3448,0.8492153286933899,1.0,6.944507122039795,5,7,35
13,2864,3448,4503,0.8492153286933899,1.0,6.944507122039795,5,7,35
14,3726,3448,4028,0.8492153286933899,1.0,6.944507122039795,5,7,35
15,1288,3475,3491,0.8380785584449768,1.0,6.866549968719482,5,7,35
16,1001,3100,3771,0.8321208357810974,1.0,6.824845790863037,5,7,35
17,1002,3100,3685,0.8321208357810974,1.0,6.824845790863037,5,7,35
18,999,3100,3684,0.8321208357810974,1.0,6.824845790863037,5,7,35
19,4647,3100,4199,0.8321208357810974,1.0,6.824845790863037,5,7,35
20,1082,3100,4381,0.8321208357810974,1.0,6.824845790863037,5,7,35
