rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,1288,3475,3491,0.9600786566734314,1.0,7.720550537109375,5,8,40
2,237,3487,3488,0.8928784728050232,1.0,7.250149250030518,5,8,40
3,2174,3335,3866,0.8572152256965637,1.0,7.000506401062012,5,8,40
4,2177,3335,4325,0.8572152256965637,1.0,7.000506401062012,5,8,40
5,3173,3335,3861,0.8572152256965637,1.0,7.000506401062012,5,8,40
6,3636,3335,3804,0.8572152256965637,1.0,7.000506401062012,5,8,40
7,2115,3116,3335,0.8572152256965637,1.0,7.000506401062012,5,8,40
8,3297,3208,3873,0.8569337129592896,1.0,6.998536109924316,5,7,35
9,2148,3208,3862,0.8569337129592896,1.0,6.998536109924316,5,7,35
10,1002,3100,3685,0.8540429472923279,1.0,6.97830057144165,5,7,35
11,1001,3100,3771,0.8540429472923279,1.0,6.97830057144165,5,7,35
12,4647,3100,4199,0.8540429472923279,1.0,6.97830057144165,5,7,35
13,1082,3100,4381,0.8540429472923279,1.0,6.97830057144165,5,7,35
14,999,3100,3684,0.8540429472923279,1.0,6.97830057144165,5,7,35
15,1069,3100,3698,0.8540429472923279,1.0,6.97830057144165,5,7,35
16,2930,3244,3300,0.8513907194137573,1.0,6.959734916687012,5,7,35
17,5170,3300,4627,0.8513907194137573,1.0,6.959734916687012,5,7,35
18,3724,3448,4271,0.850704550743103,1.0,6.954931735992432,5,7,35
19,3726,3448,4028,0.850704550743103,1.0,6.954931735992432,5,7,35
20,2872,3347,3448,0.850704550743103,1.0,6.954931735992432,5,7,35
