P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,20,34,317,1098,10,49,2
2,0,12,22,427,920,45,103,0
3,0,12,23,403,969,42,81,0
4,0,10,21,331,1046,65,46,10
5,0,40,47,489,800,56,95,2
