P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,26,36,273,904,14,68,0
2,0,19,29,316,797,29,129,2
3,0,17,30,288,855,42,88,0
4,0,17,13,289,832,72,96,2
5,0,38,53,383,701,34,111,0
