P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,375,609,432,51,9,46,8
2,0,474,554,238,104,42,68,49
3,0,371,562,312,121,50,87,27
4,0,365,543,288,136,51,86,60
5,0,311,565,363,105,44,110,31
