P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,76,262,744,357,44,44,3
2,0,87,324,618,297,87,103,13
3,0,79,322,665,285,72,104,3
4,0,44,306,666,349,66,85,13
5,0,150,391,569,233,84,90,12
