P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,584,643,237,19,4,40,2
2,1,506,498,318,69,49,88,0
3,0,309,662,351,79,48,79,2
4,1,341,602,357,90,75,51,12
5,3,410,658,261,53,59,83,2
