P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,2,463,593,136,37,32,33,25
2,0,462,465,203,32,37,48,74
3,0,348,524,260,68,49,40,31
4,0,327,548,222,70,75,32,47
5,1,355,558,218,45,47,63,33
