P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,398,582,205,47,12,65,12
2,0,551,324,211,66,29,132,8
3,0,471,422,209,65,66,85,2
4,0,535,387,158,75,44,94,28
5,0,402,479,195,85,46,106,7
