P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,745,346,201,105,64,61,8
2,1,738,243,174,84,81,160,48
3,0,666,244,225,116,104,144,31
4,0,640,245,253,120,87,111,73
5,0,596,398,225,80,45,120,65
