beta,lambda_concentration,runs,pyvrp_cost_mean,pyvrp_cost_std,global_risk_mean,global_risk_std,global_cvar90_mean,global_cvar90_std,max_vehicle_risk_mean,max_vehicle_risk_std,max_vehicle_cvar90_mean,max_vehicle_cvar90_std,vehicle_risk_gini_mean,vehicle_risk_gini_std,risk_variance_mean,risk_variance_std,edge_burden_gini_used_mean,edge_burden_gini_used_std,top10_burden_share_mean,top10_burden_share_std,max_edge_burden_mean,max_edge_burden_std,cost_increase_pct,risk_reduction_pct,risk_source,risk_dir,customer_set,run_name
0.0,0.0,10,134331.3,470.6976028548832,9.263977926728694,1.0508241782044452,0.30461980665208166,0.05663444959393426,2.6413272599616904,0.45336423421264366,0.39686373133866476,0.12407072793675801,0.17780172985640022,0.05529515794321255,0.39897554806582736,0.3119060999001567,0.872595720172417,0.007061407150750957,0.8908014834018235,0.01581136913154326,1.442660927772522,0.31290281501189093,0.0,0.0,Stable-Tail-NodeCalibRaw-a020_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a020_splitB_seed7_floor_0p01,A,stable_tail_calibration_raw_pyvrp_10seed__Stable-Tail-NodeCalibRaw-a020_seed7_A_Stable-Tail-NodeCalibRaw-a020_seed7
0.25,0.0,10,143356.4,438.9353786910628,5.960097714998119,0.7336888413284691,0.17679098911311755,0.024625168674853756,1.844125554929633,0.34197845849787617,0.29610861228512864,0.046017624061877586,0.20030877327400431,0.06969116320012354,0.2187127961253243,0.15204303868564614,0.8559597181321615,0.009475146814523158,0.8654040842222273,0.01412609288077693,1.0629966676235199,0.13335059177913355,0.06718538419564173,0.3566373147541478,Stable-Tail-NodeCalibRaw-a020_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a020_splitB_seed7_floor_0p01,A,stable_tail_calibration_raw_pyvrp_10seed__Stable-Tail-NodeCalibRaw-a020_seed7_A_Stable-Tail-NodeCalibRaw-a020_seed7
0.5,0.0,10,149429.4,426.0574296187467,4.820114300760906,0.3937303103032661,0.13988862925827397,0.01772547127492936,1.6976601296366425,0.3332213753777566,0.2664012571331113,0.0749119374400496,0.24903183393939538,0.053105906249834245,0.2232693673274988,0.11806427369617663,0.8376728381052889,0.012709547121537601,0.8371995330780676,0.016481315080220205,0.8676749289035797,0.1351066901754547,0.11239450522700224,0.4796928124305808,Stable-Tail-NodeCalibRaw-a020_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a020_splitB_seed7_floor_0p01,A,stable_tail_calibration_raw_pyvrp_10seed__Stable-Tail-NodeCalibRaw-a020_seed7_A_Stable-Tail-NodeCalibRaw-a020_seed7
1.0,0.0,10,158583.8,281.9163784607848,3.323604964252445,0.1871547142273147,0.0874546988177961,0.013022267912573207,1.3355971375072841,0.13532668482827745,0.14862947143052543,0.030199044091217642,0.277125275730053,0.06544977213788651,0.1370904059511355,0.04702007451726792,0.7968816980425297,0.0104201603891688,0.7714564484591087,0.01567554083983295,0.5729076266288757,0.0,0.18054243500956219,0.6412334970419429,Stable-Tail-NodeCalibRaw-a020_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a020_splitB_seed7_floor_0p01,A,stable_tail_calibration_raw_pyvrp_10seed__Stable-Tail-NodeCalibRaw-a020_seed7_A_Stable-Tail-NodeCalibRaw-a020_seed7
2.0,0.0,10,171994.9,785.388856271564,2.567725119693205,0.1800538611496765,0.05426201926296721,0.011291412707234213,0.8297255859295547,0.1529204034723844,0.08907018274224052,0.019942017509208508,0.23001991521073376,0.0892088886018767,0.052578991899658055,0.031203225751391343,0.7612926768225001,0.01944753203121377,0.7134565391307903,0.02552536837128692,0.41219648718833923,0.0105756598144341,0.2803784374899968,0.7228269389237798,Stable-Tail-NodeCalibRaw-a020_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a020_splitB_seed7_floor_0p01,A,stable_tail_calibration_raw_pyvrp_10seed__Stable-Tail-NodeCalibRaw-a020_seed7_A_Stable-Tail-NodeCalibRaw-a020_seed7
0.0,0.0,10,147130.9,548.0436823628002,9.990080033119739,0.7192776054416851,0.2907931560849336,0.03458627106509713,3.2709840993018586,0.48395395021752186,0.4509081648361115,0.055961693446825805,0.22217775105696091,0.0338072482891107,0.7205548733972982,0.2798948885515392,0.8783933574364632,0.005597728173644717,0.9065315236362131,0.007969323117515529,1.200904256105423,0.22428705793306394,0.0,0.0,Stable-Tail-NodeCalibRaw-a020_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a020_splitB_seed7_floor_0p01,B,stable_tail_calibration_raw_pyvrp_10seed__Stable-Tail-NodeCalibRaw-a020_seed7_B_Stable-Tail-NodeCalibRaw-a020_seed7
0.25,0.0,10,158073.6,432.0170264134402,8.222365888931382,0.6435227049572535,0.24620866202164554,0.013224429881182486,2.5177145863926853,0.546454277101214,0.3590316533377128,0.07138542281189836,0.20329921233201356,0.07572670927567624,0.45956172363116715,0.32136084720773095,0.8781908755807336,0.0022285535648972174,0.8969155925091951,0.005856145495161538,1.1182090580463409,0.08729845439929079,0.0743739078602796,0.17694694520241513,Stable-Tail-NodeCalibRaw-a020_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a020_splitB_seed7_floor_0p01,B,stable_tail_calibration_raw_pyvrp_10seed__Stable-Tail-NodeCalibRaw-a020_seed7_B_Stable-Tail-NodeCalibRaw-a020_seed7
0.5,0.0,10,167844.2,642.4350896740032,6.319580526345817,0.685776589527017,0.17931166095627996,0.01719898299772805,2.360522998867964,0.3647568425493499,0.35385830441888955,0.08400805205453922,0.27323903278662315,0.06141860416761941,0.45588373596576764,0.19949303964063528,0.861113061473947,0.007530631368533249,0.8661890917623418,0.011902696515937576,0.8797394394874573,0.09771869695211179,0.14078144020052905,0.36741442456966156,Stable-Tail-NodeCalibRaw-a020_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a020_splitB_seed7_floor_0p01,B,stable_tail_calibration_raw_pyvrp_10seed__Stable-Tail-NodeCalibRaw-a020_seed7_B_Stable-Tail-NodeCalibRaw-a020_seed7
1.0,0.0,10,178977.0,589.7873439733266,4.144214415705937,0.551108878785095,0.10530516561823852,0.0236574734602949,1.3632552121358459,0.32900434028130104,0.1481439386073145,0.03176794813213809,0.2238790222318557,0.06129744753937824,0.14193434277954534,0.10545690998123852,0.830103743523033,0.012216853335201101,0.8070927071102603,0.021554593993607863,0.8221413612365722,0.010048438119695692,0.21644739480285927,0.5851670455124119,Stable-Tail-NodeCalibRaw-a020_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a020_splitB_seed7_floor_0p01,B,stable_tail_calibration_raw_pyvrp_10seed__Stable-Tail-NodeCalibRaw-a020_seed7_B_Stable-Tail-NodeCalibRaw-a020_seed7
2.0,0.0,10,196669.1,911.0259723093641,3.3622611314902313,0.12372423037410804,0.06896079626793193,0.0066909755372179715,1.1403729871177348,0.11287712311879963,0.1245064870587417,0.015085858410376055,0.2502714421795618,0.06784711941164552,0.10108251830704415,0.053240538404248736,0.8102278239704767,0.005757215899835195,0.7696996644212964,0.009252492844671261,0.826907753944397,0.0,0.33669473917443593,0.6634400204658906,Stable-Tail-NodeCalibRaw-a020_seed7,D:\PyVRP-main\hazmat_risk_experiments\outputs_10seed\risk_matrices\stable_tail_node_calib_raw_a020_splitB_seed7_floor_0p01,B,stable_tail_calibration_raw_pyvrp_10seed__Stable-Tail-NodeCalibRaw-a020_seed7_B_Stable-Tail-NodeCalibRaw-a020_seed7
