P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,2,927,318,153,69,19,38,4
2,1,751,337,191,88,44,117,0
3,0,690,392,248,66,59,69,6
4,0,672,412,238,91,55,50,11
5,0,680,429,190,84,56,85,5
