P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,734,315,107,66,23,64,12
2,0,699,255,137,51,43,129,7
3,0,609,278,205,95,64,67,2
4,0,605,313,158,95,59,63,28
5,0,612,337,129,86,52,95,9
