model,split,seed,epochs,experiment_tag,alpha_ord,alpha_hr,alpha_topk,topk_frac,stage1_epochs,eval_split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate
mlp,A,0,50,10seed,0.5,1.0,0.3,0.2,0,data_2020_train,0.7618693896226341,0.8060367509686881,1.1040620288857013,0.7833686096791368,0.9354838709677419,0.8285714285714286,0.9462521072453611,0.06451612903225806
mlp,A,0,50,10seed,0.5,1.0,0.3,0.2,0,data_2020_val,0.17626373626373626,0.46580847723704855,1.789876704272496,0.1628012733060481,0.3333333333333333,0.2727272727272727,0.27270682227409215,0.6666666666666666
mlp,A,0,50,10seed,0.5,1.0,0.3,0.2,0,data_2021_test,0.35929020595161576,0.5772145524590984,1.7952115955736585,0.34029137435359047,0.4117647058823529,0.3684210526315789,0.3007285155370802,0.5882352941176471
mlp,A,1,50,10seed,0.5,1.0,0.3,0.2,0,data_2020_train,0.7376909391042056,0.8257615671641508,0.9679795718079134,0.736974665732882,0.8709677419354839,0.7714285714285715,0.907202696777752,0.12903225806451613
mlp,A,1,50,10seed,0.5,1.0,0.3,0.2,0,data_2020_val,0.17857142857142855,0.4858276643990929,1.8906735905420213,0.35478260869565215,0.5555555555555556,0.3333333333333333,0.27431485019204316,0.4444444444444444
mlp,A,1,50,10seed,0.5,1.0,0.3,0.2,0,data_2021_test,0.35554220257305813,0.5888609676819917,1.6606306758901743,0.34755943518433907,0.37254901960784315,0.4222222222222222,0.31660412557504825,0.6274509803921569
mlp,A,2,50,10seed,0.5,1.0,0.3,0.2,0,data_2020_train,0.7486955159847132,0.7827856195333521,1.074488760416776,0.7889042326410769,0.8709677419354839,0.84375,0.9374617775319586,0.12903225806451613
mlp,A,2,50,10seed,0.5,1.0,0.3,0.2,0,data_2020_val,0.2165787841191067,0.48762259246130213,2.0004531906019527,0.15649009300444805,0.3333333333333333,0.25,0.19708301990249252,0.6666666666666666
mlp,A,2,50,10seed,0.5,1.0,0.3,0.2,0,data_2021_test,0.3169700327552788,0.5290123503586921,1.805838169387303,0.29889974199584246,0.35294117647058826,0.32727272727272727,0.30484717625215174,0.6470588235294118
mlp,A,3,50,10seed,0.5,1.0,0.3,0.2,0,data_2020_train,0.6897713668261571,0.749861041338673,1.1621852657859508,0.6887426738191536,0.8387096774193549,0.7428571428571429,0.9031763374533611,0.16129032258064516
mlp,A,3,50,10seed,0.5,1.0,0.3,0.2,0,data_2020_val,0.2058851977330238,0.4790559394596662,2.056846001498776,0.1116751269035533,0.2222222222222222,0.25,0.2506678110748206,0.7777777777777778
mlp,A,3,50,10seed,0.5,1.0,0.3,0.2,0,data_2021_test,0.35754418429842516,0.5296806012024485,1.7583591309173285,0.3490561439523828,0.37254901960784315,0.4418604651162791,0.3552378864123332,0.6274509803921569
mlp,A,4,50,10seed,0.5,1.0,0.3,0.2,0,data_2020_train,0.7249529296038821,0.8045100587696867,1.066698063961888,0.8315210316073643,0.8709677419354839,0.9310344827586207,0.9484604047688161,0.12903225806451613
mlp,A,4,50,10seed,0.5,1.0,0.3,0.2,0,data_2020_val,0.18542960662525879,0.4550552104899931,2.004620908296272,0.049225159525979945,0.2222222222222222,0.18181818181818182,0.15113767267433081,0.7777777777777778
mlp,A,4,50,10seed,0.5,1.0,0.3,0.2,0,data_2021_test,0.3503185780267547,0.5608210140511714,1.701686060891644,0.3458465427352678,0.35294117647058826,0.42857142857142855,0.3138494092552784,0.6470588235294118
mlp,A,5,50,10seed,0.5,1.0,0.3,0.2,0,data_2020_train,0.7246099295441402,0.7785699924584449,1.1206825730399619,0.7876632913349308,0.9032258064516129,0.8,0.9393288127087336,0.0967741935483871
mlp,A,5,50,10seed,0.5,1.0,0.3,0.2,0,data_2020_val,0.26232400776793297,0.5745935417497501,1.9361969206614285,0.18918918918918914,0.3333333333333333,0.3,0.17861916219404145,0.6666666666666666
mlp,A,5,50,10seed,0.5,1.0,0.3,0.2,0,data_2021_test,0.3632290892896748,0.5737467292511359,1.7720817971447056,0.3530475981378224,0.39215686274509803,0.40816326530612246,0.28651734895380904,0.6078431372549019
mlp,A,6,50,10seed,0.5,1.0,0.3,0.2,0,data_2020_train,0.77930716447579,0.825025790541696,1.1422044715772255,0.7829118232935777,0.9354838709677419,0.8055555555555556,0.939626777402585,0.06451612903225806
