experiment_tag,model,split,eval_split,runs,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,mae_mean,mae_std,qwk_mean,qwk_std,recall_6_8_mean,recall_6_8_std,precision_6_8_mean,precision_6_8_std,pr_auc_high_mean,pr_auc_high_std,high_fn_rate_mean,high_fn_rate_std
gcn_stabilized_lowtail_10seed,gcn,A,data_2020_train,10,0.7327621591886107,0.03214633675135325,0.838555991381561,0.01834835990922633,0.6215078345539189,0.05028300141235694,0.770982609419144,0.031651962559762485,0.8161290322580644,0.058992975158474015,0.928051278223692,0.02558855112485112,0.9673745220952077,0.01612702848128012,0.18387096774193548,0.05899297515847399
gcn_stabilized_lowtail_10seed,gcn,A,data_2020_val,10,0.23991511128394913,0.0297597169615228,0.611210733235927,0.04140010884280578,1.3865210124187743,0.09779541829367833,0.23591127306342569,0.13917449203404308,0.2444444444444444,0.11475506210984938,0.41809523809523813,0.17692254605218438,0.32552574167305115,0.10690974245345844,0.7555555555555555,0.11475506210984938
gcn_stabilized_lowtail_10seed,gcn,A,data_2021_test,10,0.3476518154333147,0.02236116769340436,0.6400070852555757,0.007915665917947807,1.240661603260727,0.02134805427270925,0.26772397632091194,0.03746121706912272,0.22549019607843138,0.045517608748967715,0.5834669367365558,0.0630922875254628,0.3911781760184637,0.02275827540850335,0.7745098039215687,0.045517608748967694
gcn_stabilized_lowtail_10seed,gcn,B,data_2020_train,10,0.5604500185667031,0.055529071980395604,0.7611829351786893,0.01982102073396575,0.8714759823753958,0.09745612860881642,0.6390749927135039,0.050101079908710114,0.645,0.06749485577105527,0.8335016518256883,0.064974323461206,0.8490344008498114,0.07032111256533227,0.355,0.06749485577105528
gcn_stabilized_lowtail_10seed,gcn,B,data_2021_test,10,0.2942047820142001,0.02210470459177242,0.6233530148378807,0.018482394248422088,1.2946125413666667,0.08075035562946849,0.24353166848339222,0.05804496019319309,0.2076923076923077,0.07297563831157798,0.46960526315789475,0.08400684392225048,0.36232095057065544,0.045301688867525725,0.7923076923076924,0.07297563831157801
gcn_stabilized_lowtail_10seed,gcn,B,data_2021_train,10,0.6779686056540811,0.09852549387923684,0.8197951416179524,0.03838806549319366,0.7193313582795615,0.08057813689729162,0.7305297121045258,0.06572697052612164,0.74,0.0848528137423857,0.8616972944645578,0.07056999275877573,0.9158805567412621,0.04779555002565541,0.26,0.08485281374238571
gcn_stabilized_lowtail_10seed,gcn_teg_concat,A,data_2020_train,10,0.5022391268539403,0.055455761280840704,0.7586170294013111,0.018189497682133793,0.5594664148141681,0.04594662960700212,0.7738808011610343,0.045925505825184496,0.8741935483870968,0.06352281930211581,0.8424377705627706,0.04141626201574196,0.9397807983019721,0.02311387643058396,0.12580645161290321,0.06352281930211583
gcn_stabilized_lowtail_10seed,gcn_teg_concat,A,data_2020_val,10,0.2480350215611336,0.025782376216018962,0.6140159596986903,0.03279082564389929,1.3207680553997552,0.1467886128703112,0.2570444551731147,0.10458249127399674,0.25555555555555554,0.10540925533894598,0.5071428571428571,0.2388058179669946,0.34341895367998776,0.0981660020888684,0.7444444444444445,0.10540925533894596
gcn_stabilized_lowtail_10seed,gcn_teg_concat,A,data_2021_test,10,0.299676192348631,0.03244588230016717,0.6202319370416478,0.013781812322359479,1.1885271419693513,0.023116577264804684,0.32336463363998025,0.04907871308547616,0.28823529411764703,0.04981918692852158,0.5365840800477898,0.04104095748310166,0.3945779575929408,0.02765044157003275,0.7117647058823529,0.04981918692852158
gcn_stabilized_lowtail_10seed,gcn_teg_concat,B,data_2020_train,10,0.4626035145883023,0.037547610458627166,0.7280484146534592,0.014865613219181442,0.7383902382484402,0.06301344284041117,0.6901718356724497,0.04398479988000375,0.7350000000000001,0.06258327785172864,0.7469941645796638,0.07473975118966149,0.84898702329328,0.05711458154647824,0.265,0.06258327785172861
gcn_stabilized_lowtail_10seed,gcn_teg_concat,B,data_2021_test,10,0.27756397865251364,0.029605230950070276,0.6141837027467522,0.01694357281422691,1.208852192761377,0.058614529166040284,0.27035664014393274,0.06687001584394218,0.24230769230769228,0.09429833614581175,0.42430922019157313,0.09399703339620893,0.3716310633720931,0.05412001917838395,0.7576923076923077,0.09429833614581176
gcn_stabilized_lowtail_10seed,gcn_teg_concat,B,data_2021_train,10,0.571216322673229,0.0709439284058484,0.7753096241574662,0.03220518754277544,0.5844770731087128,0.08513374642933795,0.7634676057752975,0.0557958442158331,0.8280000000000001,0.05977736472389305,0.810396736918476,0.09045173268533846,0.9236579565774029,0.0387927556460197,0.172,0.059777364723893056
gcn_stabilized_lowtail_10seed,gcn_teg_residual_fixed,A,data_2020_train,10,0.7391344722507578,0.07486290761393963,0.8418238513175071,0.03977241945108342,0.6309448031838413,0.10564518842910071,0.786469675048896,0.07032815323499786,0.8580645161290322,0.08628990386124248,0.9175004266939751,0.0826001334262301,0.9570824462084563,0.05497684968961397,0.14193548387096774,0.0862899038612425
gcn_stabilized_lowtail_10seed,gcn_teg_residual_fixed,A,data_2020_val,10,0.23646107267345604,0.03225110831305533,0.6050802923820551,0.03790455246422496,1.3975515971290107,0.1121917354780286,0.2498760108096377,0.13223738441554958,0.25555555555555554,0.12883353430315617,0.4683333333333334,0.27693761832666297,0.3253665348718462,0.11338080501425174,0.7444444444444445,0.12883353430315617
gcn_stabilized_lowtail_10seed,gcn_teg_residual_fixed,A,data_2021_test,10,0.34951139438427303,0.044325898001180475,0.6346606763825487,0.022318055520800364,1.248718113967476,0.04258254056573002,0.2946542658302606,0.06121746220874433,0.25686274509803925,0.07005975004372086,0.5703670835597976,0.053008960656372284,0.40130569273393946,0.030408926752073143,0.7431372549019608,0.07005975004372086
gcn_stabilized_lowtail_10seed,gcn_teg_residual_fixed,B,data_2020_train,10,0.6019554733086646,0.034666249396343295,0.7761002340374762,0.01770332030700345,0.8207776946249903,0.03688103155086111,0.6939674047468134,0.013741444120548696,0.7150000000000001,0.026874192494328486,0.8735162623872302,0.0604853954766516,0.8954191762466767,0.01918805828246973,0.28500000000000003,0.026874192494328496
gcn_stabilized_lowtail_10seed,gcn_teg_residual_fixed,B,data_2021_test,10,0.28545828731732914,0.03726915144693437,0.6245160048182166,0.019207712370028707,1.2822454051414485,0.06194411308523514,0.2523753763669174,0.06191479081911857,0.21153846153846154,0.08742424164734522,0.4344723551302499,0.10502603422042507,0.35497107067569067,0.052855031426025455,0.7884615384615385,0.08742424164734523
