experiment_tag,model,split,eval_split,runs,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std,mae_mean,mae_std,qwk_mean,qwk_std,recall_6_8_mean,recall_6_8_std,precision_6_8_mean,precision_6_8_std,pr_auc_high_mean,pr_auc_high_std,high_fn_rate_mean,high_fn_rate_std
10seed,gcn,B,data_2021_test,10,0.29776479560445135,0.02385299180030017,0.6283569316401535,0.019581047085330868,1.3308086712203906,0.10245025796912664,0.24309970115321344,0.0526980255478488,0.21153846153846154,0.0634583008757158,0.4540588651114967,0.08166423157669421,0.3559999795822959,0.04141553164674938,0.7884615384615385,0.06345830087571583
10seed,gcn,B,data_2021_train,10,0.7270399354893473,0.09688616738551972,0.8357137640399068,0.034637766405586703,0.7467495536347005,0.12396377616532381,0.7719973316061202,0.07352518915166413,0.8119999999999999,0.09986657765906136,0.8672484641794986,0.08221841595454193,0.9375649938246362,0.05541125102209039,0.188,0.09986657765906136
10seed,teg_gnn,A,data_2020_train,10,0.7123375261079823,0.03696920225988814,0.7882132664150134,0.03145676623092877,1.0811052278284436,0.04333941855927333,0.7702429277902432,0.03332260265750497,0.8612903225806452,0.037403284152529206,0.8233957408815094,0.05656093363272598,0.9438320643293399,0.01458521066041501,0.13870967741935483,0.03740328415252921
10seed,teg_gnn,A,data_2020_val,10,0.19845415082271164,0.019083276820504445,0.4998382124802401,0.0476878614008358,1.8978453184600412,0.1302181275174396,0.15394845443726823,0.10603604450617089,0.3,0.10540925533894598,0.27111999111999113,0.06297039238515724,0.24571909896041463,0.08614713690506327,0.7,0.10540925533894599
10seed,teg_gnn,A,data_2021_test,10,0.34881528618596347,0.01457660581513872,0.5699117364573227,0.02589685465116206,1.6723285481057875,0.03149911350250899,0.3379660865916623,0.026184255630777625,0.3764705882352941,0.036741096268118154,0.418369830236397,0.038225618813021486,0.35298972295820297,0.04447039070990094,0.6235294117647059,0.03674109626811817
10seed,teg_gnn,B,data_2020_train,10,0.5749910768617117,0.021570924764603133,0.7256819984408984,0.020603151487310584,1.267998086472137,0.05861464178872607,0.6679637044402781,0.024106780127214157,0.765,0.05027701042999451,0.6888878205367568,0.048611186833851815,0.826014750100992,0.024143820718964832,0.23500000000000001,0.05027701042999453
10seed,teg_gnn,B,data_2021_test,10,0.2903303559246857,0.020919799918800372,0.5723478407541248,0.02399636477581039,1.6388316871010247,0.09629043106540125,0.29951300152802485,0.08850508580237616,0.28076923076923077,0.08891559427897283,0.37866903507120897,0.1032861843887875,0.34512872728011795,0.06540418795252771,0.7192307692307692,0.08891559427897285
10seed,teg_gnn,B,data_2021_train,10,0.7264061569596301,0.05227503496002744,0.8032442702916077,0.03001900708551394,1.0870576660891178,0.09202626404774777,0.7868340979453917,0.03147280849796704,0.8480000000000001,0.04131182235954577,0.8242097467749641,0.049526923479403046,0.9244173334057614,0.020561625819422676,0.152,0.04131182235954579
10seed,weighted_gcn,A,data_2020_train,10,0.7180622659431468,0.01975040715815496,0.7968173778247796,0.032619201089717324,1.0405338777989996,0.07185316293706477,0.7857466901649062,0.03134301932981656,0.8806451612903226,0.026557180720921416,0.8502192324046671,0.0714315735670089,0.952776168436517,0.010515481852834433,0.11935483870967742,0.02655718072092144
10seed,weighted_gcn,A,data_2020_val,10,0.21617289902384887,0.03275474666183193,0.5154447757711497,0.0391149812126889,1.900157245025527,0.09510001878338782,0.17216346058883958,0.13935205305162207,0.32222222222222224,0.14296488196754656,0.2656024531024531,0.0969575179723715,0.22094197703288887,0.0645957062505543,0.6777777777777778,0.14296488196754653
10seed,weighted_gcn,A,data_2021_test,10,0.356012363670966,0.023061659713975988,0.5806787376350322,0.03637292008262595,1.6477258918525108,0.05756046916983201,0.3204763448352197,0.028820935075351783,0.36470588235294116,0.03358230739520295,0.4101668609168609,0.02716437735288969,0.35167959218469774,0.03454928998397129,0.6352941176470588,0.03358230739520295
10seed,weighted_gcn,B,data_2020_train,10,0.5860373400430522,0.03379831913095323,0.7311246246423863,0.02545263634656815,1.242498955088306,0.043247677434831454,0.6823669363439444,0.029586760316853252,0.7775000000000001,0.049230184959139764,0.708844636126511,0.04008082695560392,0.8376617250654806,0.023392000571091278,0.2225,0.04923018495913978
10seed,weighted_gcn,B,data_2021_test,10,0.28109960357570485,0.04979238510340207,0.5689553902793917,0.04455114014172467,1.61759097075916,0.09500468303707323,0.291096844800202,0.08281195960269624,0.2923076923076923,0.10127393670836665,0.399094443682679,0.129047829576258,0.3469912833518374,0.08127555412613921,0.7076923076923076,0.10127393670836667
10seed,weighted_gcn,B,data_2021_train,10,0.7177437518693301,0.0332454832150333,0.8076235391645991,0.022395655335358578,1.058986483480276,0.07629337176720179,0.7922438964451991,0.037554363502815304,0.82,0.03399346342395188,0.870416062198671,0.036692048506755864,0.92689197901431,0.01964351980734167,0.18,0.0339934634239519
