model,paper_model_name,split,seed,epochs,best_epoch,experiment_tag,alpha_ord,alpha_hr,alpha_topk,lambda_nll,lambda_var,gamma_unc,topk_frac,stage1_epochs,checkpoint_selection,gate_normalized,feature_standardization,edge_normalization,eval_split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate,brier,ece,high_risk_recall_at_top10pct,high_risk_recall_at_top20pct,ndcg_at_top20pct,high_risk_hits_at_10,high_risk_hits_at_20
sgformer_teg_gate,SGFormer-TEG-Gate,B,0,50,47,paper_teg_gate_fusions_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2020_train,0.6136873908255487,0.7575256168554749,0.631048652409062,0.7846778102542404,0.95,0.8444444444444444,0.9756394484186449,0.05,0.3014472424983978,0.06989297252993026,0.875,1.0,0.9560167375440026,10.0,20.0
sgformer_teg_gate,SGFormer-TEG-Gate,B,0,50,47,paper_teg_gate_fusions_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_train,0.7134283181357649,0.845524603942157,0.5013075493655741,0.8838647457426378,1.0,0.9523809523809523,0.9976190476190476,0.0,0.22256360948085785,0.11752841858701273,0.9,1.0,0.9691369345274923,10.0,19.0
sgformer_teg_gate,SGFormer-TEG-Gate,B,0,50,47,paper_teg_gate_fusions_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_val,0.4847085385878489,0.6202517788724685,1.0806983818801368,0.5485744456177402,0.6,0.6,0.5494117647058824,0.4,0.5614479184150696,0.1347564227051205,0.6,0.8,0.665987257303196,4.0,4.0
sgformer_teg_gate,SGFormer-TEG-Gate,B,0,50,47,paper_teg_gate_fusions_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_test,0.3191170147420147,0.5947835796484445,1.121665410712713,0.3968810956955565,0.46153846153846156,0.48,0.46343407830783656,0.5384615384615384,0.4911593794822693,0.09188580083417464,0.4230769230769231,0.5769230769230769,0.44852358194869885,5.0,9.0
sgformer_teg_gate,SGFormer-TEG-Gate,B,1,50,50,paper_teg_gate_fusions_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2020_train,0.69363186123781,0.7848517360498927,0.6420015447382083,0.8114649096627562,1.0,0.7547169811320755,0.9790890915413551,0.0,0.3047451376914978,0.09727574219851619,0.975,1.0,0.9415210640590981,10.0,20.0
sgformer_teg_gate,SGFormer-TEG-Gate,B,1,50,50,paper_teg_gate_fusions_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_train,0.7615295994328253,0.8424531114047243,0.47351397713885157,0.9092350444107268,1.0,0.9523809523809523,0.9976190476190476,0.0,0.221647247672081,0.12378214824606072,0.9,1.0,0.9690508429343228,10.0,19.0
sgformer_teg_gate,SGFormer-TEG-Gate,B,1,50,50,paper_teg_gate_fusions_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_val,0.3130827505827506,0.6694638694638695,1.2882394446107392,0.5331711065573771,0.4,0.3333333333333333,0.49278846153846156,0.6,0.5337196588516235,0.17849415043989816,0.4,0.8,0.6969196050268495,4.0,4.0
sgformer_teg_gate,SGFormer-TEG-Gate,B,1,50,50,paper_teg_gate_fusions_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_test,0.3229799797658552,0.5877488875759033,1.3181056520199204,0.30721592955558297,0.34615384615384615,0.375,0.31412274233327164,0.6538461538461539,0.5679742693901062,0.09263425676135328,0.38461538461538464,0.5,0.41846827800848263,6.0,9.0
sgformer_teg_gate,SGFormer-TEG-Gate,B,2,50,45,paper_teg_gate_fusions_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2020_train,0.6477631432544836,0.7744502462178766,0.6134182392093243,0.7620800593031876,0.975,0.6842105263157895,0.8870686732433063,0.025,0.28758692741394043,0.04195460136579726,0.825,1.0,0.9086835334496837,9.0,18.0
sgformer_teg_gate,SGFormer-TEG-Gate,B,2,50,45,paper_teg_gate_fusions_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_train,0.8630484462243183,0.896070428683074,0.4399560808377373,0.914237043831488,1.0,0.8695652173913043,0.9737982676601602,0.0,0.183031365275383,0.10519018972461872,0.8,1.0,0.9743884096223784,10.0,18.0
