model,paper_model_name,split,seed,epochs,best_epoch,experiment_tag,alpha_ord,alpha_hr,alpha_topk,lambda_nll,lambda_var,gamma_unc,topk_frac,stage1_epochs,checkpoint_selection,gate_normalized,feature_standardization,edge_normalization,eval_split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate,brier,ece,high_risk_recall_at_top10pct,high_risk_recall_at_top20pct,ndcg_at_top20pct,high_risk_hits_at_10,high_risk_hits_at_20
stable_tail_gnn,Stable-Tail GNN,B,0,50,49,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2020_train,0.3647367835762138,0.7113942278135503,0.7672003314375435,0.5315147545962775,0.45,0.6923076923076923,0.5610927965798996,0.55,0.3215833008289337,0.0599487132275019,0.525,0.775,0.650328436161268,7.0,13.0
stable_tail_gnn,Stable-Tail GNN,B,0,50,49,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_train,0.4097222222222222,0.7140467171717172,0.5871715147340635,0.5027281568306291,0.4,0.8888888888888888,0.8429386397989713,0.6,0.26741793751716614,0.0652463889088143,0.65,0.85,0.8434437147110894,9.0,14.0
stable_tail_gnn,Stable-Tail GNN,B,0,50,49,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_val,0.20643939393939395,0.5797979797979799,0.9492337235049187,0.6104042761424378,0.4,0.6666666666666666,0.5969642857142857,0.6,0.47884228825569153,0.1486617545286814,0.4,0.8,0.7872774179407421,4.0,4.0
stable_tail_gnn,Stable-Tail GNN,B,0,50,49,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_test,0.27571568335921465,0.6281057156011726,1.0662394165144338,0.3654201672981531,0.34615384615384615,0.6428571428571429,0.4040663605823864,0.6538461538461539,0.45016583800315857,0.10370408173079963,0.4230769230769231,0.5,0.4519420342632558,6.0,11.0
stable_tail_gnn,Stable-Tail GNN,B,1,50,50,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2020_train,0.29186129405392824,0.66357278945384,0.8118256108379478,0.5005276107522072,0.5,0.5555555555555556,0.5569667723013529,0.5,0.3575267493724823,0.052211322761663084,0.55,0.8,0.6618716646673801,7.0,11.0
stable_tail_gnn,Stable-Tail GNN,B,1,50,50,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_train,0.3436805555555556,0.6790088383838384,0.6481759454329248,0.49389233555546985,0.45,0.6923076923076923,0.6966189987620377,0.55,0.30826231837272644,0.05507841511544857,0.5,0.95,0.7448166430463052,8.0,10.0
stable_tail_gnn,Stable-Tail GNN,B,1,50,50,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_val,0.21985407066052226,0.5918074756784434,1.130373856955018,0.3884738527214515,0.4,0.5,0.4755555555555555,0.6,0.46865716576576233,0.16843438777658676,0.6,0.6,0.5427990288931919,4.0,4.0
stable_tail_gnn,Stable-Tail GNN,B,1,50,50,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_test,0.21976592740351858,0.5878169666221991,1.1815729766711436,0.28349461321390623,0.2692307692307692,0.3888888888888889,0.32581440248160143,0.7307692307692307,0.5096706748008728,0.11249608982790697,0.3076923076923077,0.5769230769230769,0.47384128315221025,5.0,7.0
stable_tail_gnn,Stable-Tail GNN,B,2,50,50,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2020_train,0.34025057746702214,0.6755754432332267,0.8249122367724424,0.4046505683526793,0.35,0.5384615384615384,0.5140145321183917,0.65,0.35124364495277405,0.057640405358448776,0.525,0.7,0.668248934723841,6.0,12.0
stable_tail_gnn,Stable-Tail GNN,B,2,50,50,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_train,0.4376280892103677,0.7113197983451148,0.6109298152016022,0.5315160045576844,0.4,0.6666666666666666,0.7187162976307713,0.6,0.2965947985649109,0.09789045256647197,0.55,0.8,0.845998056896937,8.0,12.0
stable_tail_gnn,Stable-Tail GNN,B,2,50,50,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_val,0.2574884792626728,0.6295954941116231,1.354881872828019,-0.1191050486567411,0.0,0.0,0.14173034059737444,1.0,0.5075801610946655,0.16679896083143025,0.2,0.2,0.11699681730381736,1.0,2.0
stable_tail_gnn,Stable-Tail GNN,B,2,50,50,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_test,0.2263361638361638,0.6042088542088543,1.1189589610979662,0.16639689605103425,0.11538461538461539,0.21428571428571427,0.3205382852033146,0.8846153846153846,0.45851337909698486,0.1000391145547231,0.23076923076923078,0.5384615384615384,0.40307668830871707,3.0,6.0
stable_tail_gnn,Stable-Tail GNN,B,3,50,48,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2020_train,0.4469850193131127,0.7138480510677966,0.8179811797195272,0.4551024473267332,0.325,0.8666666666666667,0.623860661364349,0.675,0.34581923484802246,0.043579874146809715,0.525,0.75,0.6898315562808026,8.0,14.0
stable_tail_gnn,Stable-Tail GNN,B,3,50,48,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_train,0.575507594953838,0.7676590493827213,0.6427122262644136,0.501773653726677,0.4,0.8888888888888888,0.778424062711276,0.6,0.26311883330345154,0.05184543462978168,0.55,0.95,0.7823600659442753,7.0,12.0
stable_tail_gnn,Stable-Tail GNN,B,3,50,48,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_val,0.30753968253968256,0.6317460317460317,1.0536545783794937,0.5765434932292863,0.6,1.0,0.7077777777777778,0.4,0.5288224816322327,0.25361794895595974,0.6,0.6,0.5740877972662131,4.0,4.0
stable_tail_gnn,Stable-Tail GNN,B,3,50,48,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_test,0.24352108399422978,0.6141711801143611,1.2075082329591087,0.1690978886756238,0.038461538461538464,0.3333333333333333,0.26459167413615814,0.9615384615384616,0.5096272230148315,0.1370913397084485,0.2692307692307692,0.5384615384615384,0.5429031599121075,3.0,7.0
stable_tail_gnn,Stable-Tail GNN,B,4,50,30,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2020_train,0.2277059267554852,0.6129694347143018,1.0681865280196867,0.12111826688297855,0.075,0.5,0.377870377713738,0.925,0.45032355189323425,0.07297243345039842,0.475,0.7,0.5311851771930757,5.0,9.0
stable_tail_gnn,Stable-Tail GNN,B,4,50,30,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_train,0.34402576232964016,0.6615775053704017,1.0407951152842148,0.3101306937669974,0.25,1.0,0.6082424805234461,0.75,0.4261881113052368,0.0770499259233475,0.45,0.7,0.6675962478452171,7.0,10.0
stable_tail_gnn,Stable-Tail GNN,B,4,50,30,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_val,0.175,0.56,1.209248025670109,0.2202512934220252,0.0,0.0,0.37321746880570406,1.0,0.49201104044914246,0.10311508973439534,0.4,0.6,0.33189448400019417,3.0,4.0
stable_tail_gnn,Stable-Tail GNN,B,4,50,30,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_test,0.19297427424226274,0.547529461024824,1.2704223396374843,0.08002907098631706,0.07692307692307693,0.4,0.300503752957765,0.9230769230769231,0.5341157913208008,0.05893707396210852,0.3076923076923077,0.5,0.3845850623903664,4.0,8.0
stable_tail_gnn,Stable-Tail GNN,B,5,50,50,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2020_train,0.3205089804316608,0.6937229616042696,0.8265081644639265,0.37092549260431773,0.25,0.625,0.5774892403654215,0.75,0.3488472104072571,0.05215139310086826,0.525,0.75,0.6699525172610186,7.0,12.0
stable_tail_gnn,Stable-Tail GNN,B,5,50,50,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_train,0.4278858456963033,0.7083232338951293,0.7205774808142752,0.3979727397303263,0.25,0.7142857142857143,0.6782377584126414,0.75,0.2968272864818573,0.08929073285650124,0.45,0.75,0.6838389299087522,7.0,10.0
stable_tail_gnn,Stable-Tail GNN,B,5,50,50,paper_no_tail_loss_10seed,0.5,0.0,0.0,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_val,0.2702917771883289,0.6273150604185087,1.1846678695539536,0.32496207652115283,0.2,0.5,0.2852380952380953,0.8,0.506355345249176,0.15216052201059127,0.4,0.4,0.49897181630664095,2.0,3.0
