split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate
data_2020_train,0.6008009736240804,0.7832315422218742,0.9820324436700584,0.6755784295864455,0.7,0.8484848484848485,0.8894249735638416,0.3
data_2021_train,0.7730609668109669,0.8560501589913355,0.8725827719661627,0.768858209435541,0.8,0.8695652173913043,0.9210856620025636,0.2
data_2021_test,0.32897400218828793,0.6422452279595138,1.355328690847382,0.27770809790505047,0.23076923076923078,0.46153846153846156,0.39289751495763336,0.7692307692307693
