split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate,brier,ece,high_risk_recall_at_top10pct,high_risk_recall_at_top20pct,ndcg_at_top20pct,high_risk_hits_at_10,high_risk_hits_at_20
data_2020_train,0.3647367835762138,0.7113942278135503,0.7672003314375435,0.5315147545962775,0.45,0.6923076923076923,0.5610927965798996,0.55,0.3215833008289337,0.0599487132275019,0.525,0.775,0.650328436161268,7.0,13.0
data_2021_train,0.4097222222222222,0.7140467171717172,0.5871715147340635,0.5027281568306291,0.4,0.8888888888888888,0.8429386397989713,0.6,0.26741793751716614,0.0652463889088143,0.65,0.85,0.8434437147110894,9.0,14.0
data_2021_val,0.20643939393939395,0.5797979797979799,0.9492337235049187,0.6104042761424378,0.4,0.6666666666666666,0.5969642857142857,0.6,0.47884228825569153,0.1486617545286814,0.4,0.8,0.7872774179407421,4.0,4.0
data_2021_test,0.27571568335921465,0.6281057156011726,1.0662394165144338,0.3654201672981531,0.34615384615384615,0.6428571428571429,0.4040663605823864,0.6538461538461539,0.45016583800315857,0.10370408173079963,0.4230769230769231,0.5,0.4519420342632558,6.0,11.0
