split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate,brier,ece,high_risk_recall_at_top10pct,high_risk_recall_at_top20pct,ndcg_at_top20pct,high_risk_hits_at_10,high_risk_hits_at_20
data_2020_train,0.6477631432544836,0.7744502462178766,0.6134182392093243,0.7620800593031876,0.975,0.6842105263157895,0.8870686732433063,0.025,0.28758692741394043,0.04195460136579726,0.825,1.0,0.9086835334496837,9.0,18.0
data_2021_train,0.8630484462243183,0.896070428683074,0.4399560808377373,0.914237043831488,1.0,0.8695652173913043,0.9737982676601602,0.0,0.183031365275383,0.10519018972461872,0.8,1.0,0.9743884096223784,10.0,18.0
data_2021_val,0.29621647509578547,0.6378884631758195,1.43217126691102,0.13161182840483132,0.2,0.25,0.1726431269979657,0.8,0.5427005290985107,0.1807009306218889,0.2,0.2,0.13979261789074057,1.0,2.0
data_2021_test,0.3512665914066776,0.6299756345014965,1.1568781403553645,0.3986668206642796,0.38461538461538464,0.47619047619047616,0.40515695160021603,0.6153846153846154,0.5130216479301453,0.12141058278513385,0.46153846153846156,0.5769230769230769,0.4276728867117642,4.0,11.0
