model,paper_model_name,split,seed,epochs,best_epoch,experiment_tag,alpha_ord,alpha_hr,alpha_topk,lambda_nll,lambda_var,gamma_unc,topk_frac,stage1_epochs,checkpoint_selection,gate_normalized,feature_standardization,edge_normalization,eval_split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate,brier,ece,high_risk_recall_at_top10pct,high_risk_recall_at_top20pct,ndcg_at_top20pct,high_risk_hits_at_10,high_risk_hits_at_20
sgformer_adapted,SGFormer-adapted,B,0,50,30,paper_strong_baselines_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2020_train,0.37133695820358226,0.6714221018405204,1.1205579132484107,0.5757760935889833,0.7,0.5185185185185185,0.7034775357619638,0.3,0.4359703063964844,0.14873179658216054,0.65,0.85,0.735523757408998,9.0,15.0
sgformer_adapted,SGFormer-adapted,B,0,50,30,paper_strong_baselines_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_train,0.45551552106430154,0.7047008331653566,0.987189301530178,0.6082191780821917,0.7,0.7368421052631579,0.8415185819927199,0.3,0.3778657913208008,0.15190545164725996,0.7,0.9,0.8477779589983425,9.0,14.0
sgformer_adapted,SGFormer-adapted,B,0,50,30,paper_strong_baselines_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_val,0.31934523809523807,0.5336507936507936,1.2939337980530379,0.5092119046151949,0.6,0.5,0.6401388888888888,0.4,0.566137969493866,0.11241224937968781,0.6,0.8,0.774434048439135,4.0,4.0
sgformer_adapted,SGFormer-adapted,B,0,50,30,paper_strong_baselines_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_test,0.28545769153327294,0.6147718815160677,1.3126206707916543,0.4639294328736657,0.4230769230769231,0.5,0.5247156857286588,0.5769230769230769,0.520546019077301,0.14710895220438638,0.4230769230769231,0.6153846153846154,0.5570751461449261,6.0,9.0
sgformer_adapted,SGFormer-adapted,B,1,50,49,paper_strong_baselines_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2020_train,0.7686001399573694,0.8398127730698575,0.403576545095742,0.8878889351748005,1.0,0.8888888888888888,0.9955154833115359,0.0,0.22066794335842133,0.042404818364145655,0.975,1.0,0.9820321467901874,10.0,20.0
sgformer_adapted,SGFormer-adapted,B,1,50,49,paper_strong_baselines_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_train,0.8473748388018352,0.9179013772865358,0.2013605374195187,0.9496464318655417,1.0,1.0,1.0,0.0,0.10726141929626465,0.06572954466735775,0.9,1.0,0.9917863385758665,10.0,20.0
sgformer_adapted,SGFormer-adapted,B,1,50,49,paper_strong_baselines_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_val,0.2540457184325109,0.5677955168521206,1.2071071872018204,0.47010065127294254,0.4,0.4,0.531060606060606,0.6,0.5966546535491943,0.2178438146909078,0.4,0.8,0.7153205744443392,4.0,4.0
sgformer_adapted,SGFormer-adapted,B,1,50,49,paper_strong_baselines_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_test,0.28926087015709656,0.5583233045497197,1.2504502217153564,0.39745301762042795,0.34615384615384615,0.4090909090909091,0.3290421837390933,0.6538461538461539,0.6057199239730835,0.1719235531515903,0.38461538461538464,0.6153846153846154,0.5361173107396319,5.0,10.0
sgformer_adapted,SGFormer-adapted,B,2,50,50,paper_strong_baselines_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2020_train,0.7275654797131003,0.8469811038010238,0.4273946762848323,0.8548250929231971,0.975,0.8666666666666667,0.9551526728081873,0.025,0.20911161601543427,0.05083328457037986,0.9,1.0,0.9597803342542934,10.0,18.0
sgformer_adapted,SGFormer-adapted,B,2,50,50,paper_strong_baselines_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_train,0.8516351900864232,0.9181639374177581,0.22721701608588,0.9187797180034446,1.0,0.9090909090909091,0.990322966507177,0.0,0.0978771522641182,0.07317723486233842,0.85,1.0,0.9922216387737466,10.0,18.0
sgformer_adapted,SGFormer-adapted,B,2,50,50,paper_strong_baselines_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_val,0.24484890109890112,0.6222832722832723,1.4863404426043907,0.03479646722889962,0.0,0.0,0.12163020163020163,1.0,0.5725287199020386,0.20516684717602202,0.0,0.2,0.127010670365619,1.0,2.0
sgformer_adapted,SGFormer-adapted,B,2,50,50,paper_strong_baselines_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_test,0.35220744168112594,0.6088251640883221,1.137245454689365,0.41835485398063954,0.4230769230769231,0.55,0.36973490392041697,0.5769230769230769,0.5782528519630432,0.21162925459243154,0.46153846153846156,0.6538461538461539,0.5526808240460285,5.0,11.0
sgformer_adapted,SGFormer-adapted,B,3,50,50,paper_strong_baselines_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2020_train,0.8172466557171125,0.8921209851130304,0.31851423343183277,0.9268640461398898,0.975,0.9512195121951219,0.9969489859733763,0.025,0.1770365685224533,0.05455991469305854,0.975,1.0,0.9774117237752085,10.0,20.0
