split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate
data_2020_train,0.5933148873437775,0.7699049004004412,0.9202264786120014,0.6922457336188528,0.725,0.8787878787878788,0.9231998551813655,0.275
data_2021_train,0.6686640389898677,0.8237588151176946,0.7527794853066765,0.7621852451774407,0.76,0.95,0.9678089782415131,0.24
data_2021_test,0.32522328200639194,0.6380151788705197,1.2612297834896766,0.24664836152449188,0.19230769230769232,0.4166666666666667,0.3950146951572715,0.8076923076923077
