split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate
data_2020_train,0.6483728448614072,0.7658023017795692,1.112394270144529,0.6358253644983343,0.7096774193548387,0.7096774193548387,0.864155661644222,0.2903225806451613
data_2020_val,0.20330598194375285,0.5126058152373941,1.970207833521288,0.1373368146214099,0.2222222222222222,0.2857142857142857,0.2781827074579963,0.7777777777777778
data_2021_test,0.3499951650383732,0.571885092505037,1.6204235213999774,0.3118627973550906,0.29411764705882354,0.4411764705882353,0.395244860569297,0.7058823529411765
