split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate
data_2020_train,0.698074269346763,0.7483247044939866,1.148706000994383,0.7041846290097811,0.8387096774193549,0.7428571428571429,0.907112260485272,0.16129032258064516
data_2020_val,0.1796040974727947,0.4401048621280611,2.0231213399816284,0.09242144177449163,0.2222222222222222,0.2857142857142857,0.2765874500827557,0.7777777777777778
data_2021_test,0.34008468399832514,0.5266110351440063,1.6602983675755623,0.2806113977096508,0.3333333333333333,0.40476190476190477,0.3920084461134342,0.6666666666666666
