model,split,seed,epochs,experiment_tag,alpha_ord,alpha_hr,alpha_topk,topk_frac,stage1_epochs,eval_split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate
teg_gnn,A,0,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2020_train,0.6948658719390514,0.7989340940719347,0.9927849879781651,0.7591220578011719,0.8709677419354839,0.8181818181818182,0.932174425001025,0.12903225806451613
teg_gnn,A,0,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2020_val,0.18870192307692307,0.5193452380952381,1.7880041728252618,0.24983762719203284,0.3333333333333333,0.25,0.2753599186984842,0.6666666666666666
teg_gnn,A,0,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2021_test,0.3702251186402964,0.6037929163858624,1.6526949627032868,0.34982826515402765,0.4117647058823529,0.38181818181818183,0.309166917692646,0.5882352941176471
teg_gnn,A,1,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2020_train,0.6964056095958717,0.8073994770940227,1.0856119929937023,0.7498666666666667,0.7741935483870968,0.8571428571428571,0.9264588323395897,0.22580645161290322
teg_gnn,A,1,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2020_val,0.20483415666901908,0.5406963067513527,1.812140871163509,0.3229869545659019,0.4444444444444444,0.4,0.33623256905164345,0.5555555555555556
teg_gnn,A,1,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2021_test,0.34600998157049706,0.5957196721090456,1.6511091964253506,0.3531800593401073,0.35294117647058826,0.47368421052631576,0.36381125957786065,0.6470588235294118
teg_gnn,A,2,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2020_train,0.740404454823629,0.8167248918357902,1.0609953797932437,0.7969473935884926,0.8709677419354839,0.7714285714285715,0.9317250537685975,0.12903225806451613
teg_gnn,A,2,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2020_val,0.21678353110391943,0.5264935531925824,1.8493389130241276,0.07233273056057865,0.2222222222222222,0.2857142857142857,0.2957227837337508,0.7777777777777778
teg_gnn,A,2,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2021_test,0.3236554975239445,0.5703463368425948,1.640317595158478,0.3253707913786935,0.35294117647058826,0.4,0.37337291033673836,0.6470588235294118
teg_gnn,A,3,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2020_train,0.6483728448614072,0.7658023017795692,1.1123942620098972,0.6358253644983343,0.7096774193548387,0.7096774193548387,0.864155661644222,0.2903225806451613
teg_gnn,A,3,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2020_val,0.20330598194375285,0.5126058152373941,1.9702078144582305,0.1373368146214099,0.2222222222222222,0.2857142857142857,0.2781827074579963,0.7777777777777778
teg_gnn,A,3,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2021_test,0.3499951650383732,0.571885092505037,1.620423534199685,0.3118627973550906,0.29411764705882354,0.4411764705882353,0.395244860569297,0.7058823529411765
teg_gnn,A,4,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2020_train,0.6709750524244542,0.7904485686631786,1.0627707119927892,0.7683725071472791,0.8064516129032258,0.8928571428571429,0.9388481891546885,0.1935483870967742
teg_gnn,A,4,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2020_val,0.1769643310484895,0.4825569095371076,1.8976525538005344,0.001997503121098587,0.1111111111111111,0.125,0.15135238541821236,0.8888888888888888
teg_gnn,A,4,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2021_test,0.33011821382612205,0.5839578443455227,1.6237221489943785,0.33227418724800994,0.35294117647058826,0.4186046511627907,0.36491411424917886,0.6470588235294118
teg_gnn,A,5,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2020_train,0.6724934969090282,0.740933870428641,1.1100748911698035,0.7581993441844201,0.8387096774193549,0.8125,0.9338067113577733,0.16129032258064516
teg_gnn,A,5,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2020_val,0.23489219114219118,0.5309482184482185,1.8491747028333896,0.20071364852809992,0.3333333333333333,0.3333333333333333,0.1931277863535928,0.6666666666666666
teg_gnn,A,5,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2021_test,0.3191447500449582,0.545895138794092,1.7051396600240438,0.30003157452524487,0.3333333333333333,0.37777777777777777,0.32081965767999493,0.6666666666666666
teg_gnn,A,6,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2020_train,0.7149865297801077,0.8235644526483908,1.0156115460919488,0.8276124455908431,0.9354838709677419,0.8529411764705882,0.9477053901305665,0.06451612903225806
teg_gnn,A,6,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2020_val,0.21214183013248433,0.5950290252693458,1.9354094603031955,0.20461341307133707,0.2222222222222222,0.18181818181818182,0.15331483047958144,0.7777777777777778
teg_gnn,A,6,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2021_test,0.36398319199052315,0.6196007370805869,1.6631088433942958,0.40733314427744516,0.4117647058823529,0.45652173913043476,0.32671413309272845,0.5882352941176471
teg_gnn,A,7,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2020_train,0.7091511907085678,0.8308915410456883,1.068067632049879,0.7610596136767318,0.7741935483870968,0.8571428571428571,0.9283662237407921,0.22580645161290322
teg_gnn,A,7,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2020_val,0.1859264184397163,0.4668608578183046,1.9737809236198314,0.14825174825174825,0.3333333333333333,0.3,0.21104703088427645,0.6666666666666666
teg_gnn,A,7,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2021_test,0.3631294563279857,0.5870701102111273,1.6810908484027633,0.34050741173702426,0.29411764705882354,0.4838709677419355,0.3041365786224081,0.7058823529411765
teg_gnn,A,8,50,teg_low_tail_10seed,0.3,0.5,0.1,0.2,0,data_2020_train,0.7278857563699908,0.8119783447510833,0.9990655032343504,0.756517172565907,0.8064516129032258,0.9259259259259259,0.9513979599588719,0.1935483870967742
