split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate,brier,ece,high_risk_recall_at_top10pct,high_risk_recall_at_top20pct,ndcg_at_top20pct,high_risk_hits_at_10,high_risk_hits_at_20
data_2020_train,0.670388284369795,0.8092702466333017,0.6113891282574215,0.8344681418487178,0.9,0.9230769230769231,0.9576095069889466,0.1,0.26972106099128723,0.1067374854355268,0.9,1.0,0.963238844411711,10.0,19.0
data_2021_train,0.8727265211640212,0.939215443121693,0.31919752000738666,0.9602640307379068,1.0,1.0,1.0,0.0,0.13067589700222015,0.1358981525356119,0.9,1.0,0.9825426241977615,10.0,20.0
data_2021_val,0.23116883116883113,0.6178354978354978,1.0983153517377549,0.5096032271659943,0.6,0.42857142857142855,0.6803174603174603,0.4,0.4757036566734314,0.11684300866391924,0.4,0.6,0.3862100135119442,3.0,5.0
data_2021_test,0.31837873188409993,0.594309257705046,1.4024816159166773,0.23229332241756018,0.3076923076923077,0.32,0.31900198216372405,0.6923076923076923,0.5639315247535706,0.10882406849581917,0.2692307692307692,0.5,0.49772402367359986,3.0,6.0
