split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate,brier,ece,high_risk_recall_at_top10pct,high_risk_recall_at_top20pct,ndcg_at_top20pct,high_risk_hits_at_10,high_risk_hits_at_20
data_2020_train,0.5499351941250745,0.7241667912368784,0.8585570091598482,0.7346648356730681,0.875,0.7446808510638298,0.8552620646980186,0.125,0.38114672899246216,0.13048105365052146,0.75,0.95,0.8609382131582589,10.0,18.0
data_2021_train,0.6165510195757207,0.7590441106803599,0.6500086574394495,0.8026344658340172,0.9,0.8571428571428571,0.9322442567303921,0.1,0.3119869530200958,0.13072402809153902,0.75,1.0,0.91246385810831,10.0,16.0
data_2021_val,0.23802681992337163,0.5943805874840358,1.3521199632419005,0.5403847358857071,0.6,0.5,0.4178160919540229,0.4,0.5220032334327698,0.19859261976348028,0.4,0.6,0.5132058826278973,3.0,4.0
data_2021_test,0.26433931473014816,0.5985725536293695,1.353694038840222,0.2790554564119204,0.23076923076923078,0.3157894736842105,0.3531661279609185,0.7692307692307693,0.5393592119216919,0.09482040477765571,0.3076923076923077,0.5384615384615384,0.4664921632981813,5.0,7.0
