model,paper_model_name,split,seed,epochs,best_epoch,experiment_tag,alpha_ord,alpha_hr,alpha_topk,lambda_nll,lambda_var,gamma_unc,topk_frac,stage1_epochs,checkpoint_selection,gate_normalized,feature_standardization,edge_normalization,eval_split,macro_f1,weighted_f1,mae,qwk,recall_6_8,precision_6_8,pr_auc_high,high_fn_rate,brier,ece,high_risk_recall_at_top10pct,high_risk_recall_at_top20pct,ndcg_at_top20pct,high_risk_hits_at_10,high_risk_hits_at_20
stable_tail_gate,Stable-Tail-Gate,B,0,50,50,paper_stable_tail_gate_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2020_train,0.4924637007299546,0.7281951542787825,1.0386455234158691,0.67171936341762,0.7,0.7567567567567568,0.8638313013800362,0.3,0.3647366166114807,0.1615088737807581,0.775,0.95,0.8511680557580055,9.0,17.0
stable_tail_gate,Stable-Tail-Gate,B,0,50,50,paper_stable_tail_gate_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_train,0.5890161484302973,0.7589439782990062,0.8062825577602233,0.6868631571511823,0.75,0.8823529411764706,0.9708413656010909,0.25,0.28644487261772156,0.15809705955061043,0.75,1.0,0.946815758223305,10.0,17.0
stable_tail_gate,Stable-Tail-Gate,B,0,50,50,paper_stable_tail_gate_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_val,0.19345238095238093,0.5428571428571428,1.3491304576253713,0.34457181389076197,0.4,0.4,0.5560606060606061,0.6,0.5304161906242371,0.09018177423212263,0.4,0.6,0.5980765126284457,3.0,5.0
stable_tail_gate,Stable-Tail-Gate,B,0,50,50,paper_stable_tail_gate_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_test,0.3415815620527983,0.6388516578235061,1.367452442113536,0.30670030494899136,0.2692307692307692,0.5,0.3464836680618191,0.7307692307692307,0.4971699118614197,0.12163920526031975,0.38461538461538464,0.5384615384615384,0.4981310887327019,3.0,8.0
stable_tail_gate,Stable-Tail-Gate,B,1,50,50,paper_stable_tail_gate_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2020_train,0.6052466610267898,0.75641899257919,0.9835802445899238,0.714599841372388,0.825,0.825,0.897450612653201,0.175,0.3599173128604889,0.1535963817257301,0.775,0.975,0.8657863631455976,10.0,19.0
stable_tail_gate,Stable-Tail-Gate,B,1,50,50,paper_stable_tail_gate_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_train,0.7418341519463166,0.7938042585562244,0.7940660507069759,0.7620355744797748,0.85,0.8947368421052632,0.9237704562790375,0.15,0.2739790678024292,0.14446830461648374,0.7,1.0,0.8946222819637867,10.0,15.0
stable_tail_gate,Stable-Tail-Gate,B,1,50,50,paper_stable_tail_gate_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_val,0.236880704041721,0.583181225554107,1.4257419759970502,0.3737454837414693,0.4,0.4,0.37892720306513406,0.6,0.5074774026870728,0.170780877272288,0.4,0.6,0.4875397501623106,3.0,3.0
stable_tail_gate,Stable-Tail-Gate,B,1,50,50,paper_stable_tail_gate_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_test,0.323552077767194,0.6246571450059822,1.4223756732659079,0.2844097881290719,0.2692307692307692,0.3684210526315789,0.3332122629605687,0.7307692307692307,0.530877411365509,0.13356194517633938,0.3076923076923077,0.46153846153846156,0.38637459769762567,5.0,8.0
stable_tail_gate,Stable-Tail-Gate,B,2,50,50,paper_stable_tail_gate_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2020_train,0.54827744217148,0.7296467103025114,0.9672469144430024,0.6324607242779877,0.7,0.7,0.8197346585481134,0.3,0.3514663577079773,0.12852772629346373,0.7,0.95,0.8748589314892968,10.0,17.0
stable_tail_gate,Stable-Tail-Gate,B,2,50,50,paper_stable_tail_gate_10seed,0.5,1.0,0.3,0.0,0.0,0.5,0.2,0,best,False,False,per_year,data_2021_train,0.6449652298056554,0.757906765220595,0.740961328400757,0.7266751557283959,0.75,0.8333333333333334,0.9424894622920938,0.25,0.2875634431838989,0.12011479044502432,0.75,1.0,0.9567450733878992,10.0,16.0
