P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,64,230,647,277,17,71,15
2,0,102,299,508,191,63,150,8
3,0,84,286,557,251,50,88,4
4,0,82,282,542,214,73,96,32
5,0,151,361,441,208,43,106,10
