rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,4436,8,8,7.7796807289123535,0.9685258269309998,0.9641515016555786
2,2488,0,8,7.528039455413818,0.9325770735740662,0.9582027196884155
3,2314,0,8,7.528039455413818,0.9325770735740662,0.9582027196884155
4,4198,8,8,7.059682369232178,0.8656688928604126,0.8497656583786011
5,2163,0,8,7.002805233001709,0.8575435876846313,0.8829313516616821
6,3593,0,7,6.999995231628418,0.8571421504020691,1.0
7,2794,0,7,6.999595642089844,0.857085108757019,0.9997785091400146
8,3477,0,7,6.9991559982299805,0.8570222854614258,0.9998647570610046
9,3901,0,7,6.994381427764893,0.856340229511261,0.9995169043540955
10,89,0,7,6.924139976501465,0.8463057279586792,0.9727250933647156
11,4485,7,7,6.834148406982422,0.8334497809410095,0.9639534950256348
12,3777,7,7,6.755924224853516,0.8222748637199402,0.8967857360839844
13,4627,8,8,6.726469993591309,0.8180671334266663,0.8287370204925537
14,3974,7,7,6.644314765930176,0.806330680847168,0.9292392730712891
15,3745,1,8,6.599428653717041,0.7999183535575867,0.7749165892601013
16,4394,0,8,6.587626934051514,0.7982324361801147,0.7111272215843201
17,4145,8,8,6.443310260772705,0.7776157259941101,0.7790082097053528
18,3658,7,7,6.43414306640625,0.77630615234375,0.8690308332443237
19,4379,8,8,6.418098449707031,0.7740140557289124,0.7614096403121948
20,3636,7,7,6.390664100646973,0.7700948715209961,0.8707781434059143
