P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,786,448,127,106,9,51,3
2,0,764,355,124,114,72,55,45
3,0,635,428,164,153,64,65,21
4,0,645,399,147,144,96,77,21
5,0,604,469,141,130,74,94,17
