P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,679,379,136,32,18,74,2
2,0,644,325,113,71,25,142,1
3,0,638,343,121,74,53,77,14
4,0,694,292,128,62,35,102,8
5,1,647,348,117,49,31,114,13
