P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,917,320,167,76,7,38,4
2,0,752,335,145,129,51,117,0
3,0,700,380,218,94,32,100,6
4,0,740,330,180,127,59,80,13
5,0,726,385,171,86,53,103,5
