P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,596,676,200,14,2,39,3
2,0,477,547,319,57,44,40,45
3,0,300,722,337,65,33,52,21
4,0,338,665,323,88,55,39,21
5,0,384,696,251,50,72,57,19
