P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,537,607,255,51,25,52,2
2,1,660,413,202,46,93,113,1
3,2,575,506,228,74,53,90,2
4,2,553,477,285,85,43,75,9
5,3,478,594,222,71,45,114,2
