P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,10,669,504,234,26,4,73,10
2,15,820,324,114,77,12,160,7
3,7,832,308,156,43,36,137,11
4,8,744,348,154,59,40,95,81
5,14,641,509,139,39,28,140,19
