P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,588,403,168,64,5,76,16
2,3,752,245,98,49,12,152,10
3,10,675,325,102,66,28,105,9
4,3,687,296,103,53,18,123,38
5,10,594,391,116,45,18,129,17
