rank,edge_id,src,dst,R_ij,w_norm,severity,P_level,C_level,RiskLevel
1,4170,4485,4620,0.8662746548652649,0.9999998807907104,7.063923358917236,5,8,40
2,4165,4485,5102,0.8662746548652649,0.9999998807907104,7.063923358917236,5,8,40
3,837,3739,3777,0.8532175421714783,0.9999998807907104,6.9725236892700195,5,7,35
4,6058,3777,4260,0.8532175421714783,0.9999998807907104,6.9725236892700195,5,7,35
5,6056,3777,4238,0.8532175421714783,0.9999998807907104,6.9725236892700195,5,7,35
6,1040,3777,4886,0.8532175421714783,0.9999998807907104,6.9725236892700195,5,7,35
7,451,3477,3873,0.850807249546051,0.9999998807907104,6.955651760101318,5,7,35
8,2373,3477,4202,0.850807249546051,0.9999998807907104,6.955651760101318,5,7,35
9,372,3477,3862,0.850807249546051,0.9999998807907104,6.955651760101318,5,7,35
10,2124,3651,4687,0.7969669103622437,0.9999998807907104,6.578769207000732,5,7,35
11,2111,3651,4815,0.7969669103622437,0.9999998807907104,6.578769207000732,5,7,35
12,2115,3651,4265,0.7969669103622437,0.9999998807907104,6.578769207000732,5,7,35
13,3064,4114,5028,0.7680652737617493,0.9999998807907104,6.376457691192627,5,7,35
14,3060,5028,5029,0.7680652737617493,0.9999998807907104,6.376457691192627,5,7,35
15,6602,3584,5220,0.7675187587738037,0.9999998807907104,6.372632026672363,5,7,35
16,5487,3584,4470,0.7675187587738037,0.9999998807907104,6.372632026672363,5,7,35
17,2904,3584,4613,0.7675187587738037,0.9999998807907104,6.372632026672363,5,7,35
18,4246,3584,5118,0.7675187587738037,0.9999998807907104,6.372632026672363,5,7,35
19,4384,3584,4426,0.7675187587738037,0.9999998807907104,6.372632026672363,5,7,35
20,4210,4366,4925,0.7453809380531311,0.9999998807907104,6.217667102813721,5,7,35
