rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,4485,7,7,7.063923358917236,0.8662747740745544,0.9916837811470032
2,3593,0,7,6.9968342781066895,0.8566905856132507,0.9996616840362549
3,3777,7,7,6.9725236892700195,0.8532176613807678,0.9773992300033569
4,3477,0,7,6.955651760101318,0.8508073687553406,0.9943270087242126
5,2794,0,7,6.95407772064209,0.8505825400352478,0.9385772347450256
6,3901,0,7,6.948799133300781,0.8498284220695496,0.9838102459907532
7,4315,8,7,6.666689872741699,0.8095270991325378,0.83652263879776
8,3651,7,7,6.578769207000732,0.7969670295715332,0.8311194181442261
9,4370,6,7,6.484380722045898,0.7834829688072205,0.797126293182373
10,3846,3,7,6.420009136199951,0.7742870450019836,0.8253164887428284
11,5028,0,7,6.376457691192627,0.7680653929710388,0.7550671100616455
12,5150,7,7,6.373006820678711,0.7675724029541016,0.761479914188385
13,3584,3,7,6.372632026672363,0.7675188779830933,0.797052264213562
14,3493,7,7,6.358738899230957,0.7655341029167175,0.8113711476325989
15,4330,7,7,6.288184642791748,0.755454957485199,0.7480317950248718
16,4925,1,7,6.217667102813721,0.7453809976577759,0.7462760806083679
17,4145,8,8,6.104681968688965,0.7292402982711792,0.6981626152992249
18,926,0,7,6.1036272048950195,0.729089617729187,0.7205819487571716
19,3458,7,7,5.997988224029541,0.7139983177185059,0.7302159667015076
20,3701,0,7,5.992265224456787,0.7131807208061218,0.6871892213821411
