rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,3335,7,7,7.038941860198975,0.8627060055732727,0.9911319613456726
2,3300,7,7,7.0338921546936035,0.8619846105575562,0.979586124420166
3,3208,7,7,6.986536026000977,0.8552194237709045,0.9969739317893982
4,3367,0,7,6.977577209472656,0.8539395928382874,0.9945725202560425
5,3487,8,7,6.952945232391357,0.8504207730293274,0.9022035598754883
6,3439,0,7,6.842103958129883,0.8345862627029419,0.8633702993392944
7,3410,7,7,6.8275065422058105,0.8325009346008301,0.8976255655288696
8,3250,0,7,6.770956993103027,0.8244224190711975,0.9416139125823975
9,3901,7,7,6.770542621612549,0.8243632316589355,0.8639074563980103
10,4091,7,7,6.745196342468262,0.8207423090934753,0.8775083422660828
11,3100,0,7,6.7388916015625,0.8198416829109192,0.9382198452949524
12,4357,7,7,6.677319526672363,0.8110456466674805,0.8488226532936096
13,3225,3,7,6.658166885375977,0.8083095550537109,0.8848188519477844
14,3308,0,7,6.34250545501709,0.7632150650024414,0.8032976388931274
15,3475,8,7,6.337007522583008,0.7624296545982361,0.7730206251144409
16,3138,7,7,6.319467544555664,0.7599239349365234,0.7726757526397705
17,3448,7,7,6.2599196434021,0.7514171004295349,0.7570099234580994
18,4132,6,7,6.213565826416016,0.7447951436042786,0.7399895191192627
19,3772,8,8,6.209359645843506,0.7441942095756531,0.7232584357261658
20,3299,1,7,6.136105060577393,0.7337293028831482,0.723037838935852
