P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,0,604,399,137,34,65,71,11
2,0,585,326,162,50,52,81,65
3,0,564,312,169,73,83,79,40
4,0,533,374,161,59,61,106,27
5,0,491,427,143,53,66,113,27
