P_level,C_1,C_2,C_3,C_4,C_5,C_6,C_7,C_8
1,1,799,430,129,89,32,50,0
2,1,710,385,142,82,91,115,3
3,0,648,423,158,132,73,88,8
4,0,636,410,175,136,97,62,13
5,3,604,482,146,82,78,132,2
