rank,node_id,label,pred_label,S_i,S_i_norm,P_high
1,3484,0,8,7.999578952789307,0.9999398589134216,1.0
2,3777,7,7,7.087814807891846,0.8696878552436829,0.9416055679321289
3,3593,0,7,7.000011444091797,0.8571444749832153,0.9999982714653015
4,4436,8,8,6.967343330383301,0.8524776101112366,0.8585143089294434
5,3901,0,7,6.9552483558654785,0.8507497906684875,0.9910100698471069
6,4485,7,7,6.926180839538574,0.8465972542762756,0.9840404987335205
7,2794,0,7,6.833982467651367,0.8334260582923889,0.9537414312362671
8,3477,0,7,6.738004684448242,0.8197149634361267,0.9433824419975281
9,4315,8,8,6.71342658996582,0.816203773021698,0.8299089670181274
10,3846,3,7,6.6577467918396,0.8082495331764221,0.8630245923995972
11,4871,7,7,6.316832542419434,0.7595475316047668,0.8429773449897766
12,5150,7,7,6.289238929748535,0.7556055784225464,0.7805168628692627
13,3794,7,7,6.1854681968688965,0.7407811880111694,0.8008449673652649
14,3651,7,7,6.140488624572754,0.7343555092811584,0.812272310256958
15,4370,6,7,6.072729110717773,0.7246755957603455,0.7380591630935669
16,3493,7,7,6.065515041351318,0.723645031452179,0.772184431552887
17,4925,1,7,5.926022529602051,0.7037175297737122,0.7482835650444031
18,3701,0,8,5.873642444610596,0.6962346434593201,0.6460216641426086
19,4145,8,8,5.838803291320801,0.6912575960159302,0.6669954657554626
20,4330,7,7,5.817454814910889,0.6882078051567078,0.6878969073295593
